Year_Country,"Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary and secondary, both sexes (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, tertiary, both sexes (%)","Net enrolment rate, primary, both sexes (%)","Net enrolment rate, secondary, both sexes (%)","Net enrolment rate, lower secondary, both sexes (%)","Adjusted net intake rate to Grade 1 of primary education, both sexes (%)","Adjusted net enrolment rate, lower secondary, both sexes (%)","Adjusted net enrolment rate, primary, both sexes (%)","Total net enrolment rate, primary, both sexes (%)","Total net enrolment rate, lower secondary, both sexes (%)","Net enrolment rate, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of lower secondary education, both sexes (%)","Net enrolment rate for compulsory education age group, both sexes (%)","Total net enrolment rate, upper secondary, both sexes (%)","Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%)","Gross graduation ratio from primary education, both sexes (%)","Gross graduation ratio from lower secondary education, both sexes (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Rate of out-of-school adolescents of lower secondary school age, both sexes (%)","Repetition rate in lower secondary general education (all grades), both sexes (%)","Rate of out-of-school children of primary school age, both sexes (%)","School life expectancy, primary, both sexes (years)","School life expectancy, secondary, both sexes (years)","School life expectancy, primary and secondary, both sexes (years)","Survival rate to the last grade of lower secondary general education, both sexes (%)","Effective transition rate from primary to lower secondary general education, both sexes (%)","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","Repetition rate in primary education (all grades), both sexes (%)","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","Rate of out-of-school youth of upper secondary school age, both sexes (%)","Gross graduation ratio from upper secondary education, both sexes (%)","Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)","Rate of out-of-school adolescents and youth of secondary school age, both sexes (%)","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)"
2009_Iceland,97.57794,99.87624,95.96676,103.35525,115.17041,95.27499,74.41175,99.60574,87.03614,,97.52998000000001,95.72166,99.68921,99.71592,95.83333,,,98.58225,80.95366,1.31326,,,,4.16667,,0.31079,6.99262,7.48733,14.47995,98.68674,99.92896999999999,,,,19.04634,,6.737419999999999,12.57212,14.67014,85.32986
2009_Indonesia,111.29728999999999,109.18805,71.49764,91.18019,60.74026,84.68446999999999,22.37511,94.31285,63.17171999999999,,92.49169,73.03015,97.4071,97.4071,80.11362,,,91.69771999999999,55.08003000000001,1.59509,,65.58114,3.55151,19.88638,0.55028,2.5929,6.54023,4.36901,10.909239999999999,98.40491,89.84454000000001,7.35266,3.35655,0.5905699999999999,44.91997,,17.301170000000003,32.32072,,
2009_Ireland,102.70499000000001,102.79597,97.58608000000001,107.09109,127.13066,105.44979,56.503980000000006,95.46813,95.8761,,99.32226,97.00851999999999,99.97364,99.97364,98.86856999999999,,,,94.4108,1.0308700000000002,,,0.6437,1.13143,0.40181999999999995,0.02636,8.20058,5.66,13.860579999999999,98.96913,,,0.66775,0.28423000000000004,5.5892,,1.11667,2.97016,21.18731,77.42562
2009_Israel,99.57136,102.88811,92.09853000000001,102.46729,110.35148999999998,94.04449,62.4523,96.90716,98.39646,,82.30194,94.50173000000001,96.96839,99.9098,99.80283,,,99.24828000000001,97.51352,8.37583,,,1.1628399999999999,0.19717,1.73547,3.0316099999999997,6.19286,6.12885,12.321710000000001,91.62416999999999,99.98584,12.59405,1.2903,1.53637,2.48648,,2.22225,1.31329,,
2009_Italy,100.43795,102.48801,91.5109,101.25014,97.75593,105.23977,66.65395,97.59384,94.18045,,98.04351,97.79389,99.14546,99.46936,99.45315,,,99.11671,92.41677,0.48349,,,0.3081,0.54685,4.477119999999999,0.85454,5.12314,8.03776,13.1609,99.51651,99.94359,9.61182,0.31126,3.44726,7.58323,,3.4394199999999997,5.00108,,
2009_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009_Jordan,,,,,,,41.768809999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009_Kazakhstan,106.34473,107.65575,,,,99.72353000000001,,89.47243,,90.80748,98.11888,97.96921999999999,99.43431,99.85816,99.0408,,,,,0.95021,106.31098,95.16807,0.07361000000000001,0.9592,0.06662,0.5656899999999999,4.2859300000000005,,,99.04979,99.82524000000001,10.98472,0.05836,0.10808,,,,,,
2009_Latvia,101.0528,102.9181,90.45179,100.85700000000001,94.14112,106.68048999999999,73.05489,96.75487,89.64194,,90.43486999999999,91.86081,97.69003000000001,99.1243,99.75539,,,98.79446,89.94816,,,,2.5351,0.24461,,2.30997,6.12777,5.88039,12.00817,,98.80247,12.4835,2.11755,,10.051839999999999,,4.4389400000000006,5.92284,14.29615,85.58465
2009_Lebanon,104.3553,103.9988,77.59695,89.8512,68.70195,86.21812,48.975390000000004,90.84987,70.76396,66.85406,95.45379,68.48375,91.79796,92.4845,84.23886999999999,56.73339,,89.52716,74.13197,19.97211,81.2228,49.54102,8.97378,15.76113,12.25568,8.20204,6.22538,4.6438,10.86917,80.02789,97.05785,,8.041910000000001,12.32387,25.868029999999997,,14.931389999999999,20.875510000000002,25.13249,74.85605
2009_Lithuania,100.66488000000001,99.94983,99.93176,103.43576999999999,106.37324,104.10731,89.25216999999999,95.73236999999999,97.24047,,97.00661,98.39189,99.16689000000001,99.88571,99.44594000000001,,,99.81004,96.73217,,,,0.60851,0.55406,,0.83311,4.0083,8.37198,12.38028,,99.23693,11.52735,0.50503,,3.26783,,1.1941,1.33081,22.34538,77.65462
2009_Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.42818,,,,,,,,
2009_Malaysia,97.10515,99.18632,74.08766,87.7547,62.77911999999999,90.21517,35.79298,96.38181999999999,74.42645,,96.30372,89.39703,96.38181999999999,96.38181999999999,90.08851,,,96.38181999999999,65.20444,9.27875,83.35817,86.09271,,9.911489999999999,,3.61818,5.95078,4.5899,10.54068,90.72125,95.54515,9.61394,,,34.795559999999995,,13.05505,22.29475,37.72045,61.63892
2009_Malta,94.03579,93.38077,,,,102.50486,35.17738,,,,,89.16375,,,,,,,,21.921979999999998,,,1.3982299999999999,,0.47052,,5.539680000000001,,,78.07802,,,,0.5350199999999999,,,,,15.04923,84.95076999999999
2009_Mexico,109.36235,104.58855,75.21342,94.29643,58.120419999999996,108.35779,25.3229,95.45241999999999,67.8166,,98.2508,80.36896,96.97848,97.15268,91.03171,,,94.97495,56.138009999999994,11.44642,,,3.61516,8.96829,0.8779,3.02152,6.2824,5.09393,11.376330000000001,88.55358000000001,95.30712,8.23634,3.43836,0.89874,43.861990000000006,,14.37754,26.13867,25.92022,73.88174000000001
2009_Montenegro,102.71118,115.85016999999999,86.44925,103.3008,87.25274,108.34142,49.22497,,,,,,,,,,,,,,,,,,,,4.65235,7.80179,12.45415,,,,,,,,,,,
2009_Netherlands,,108.44306999999999,98.92296999999999,114.58256999999999,115.47171999999999,125.80757,61.166540000000005,99.79756,87.6325,,99.81766,81.71538000000001,,99.99929,97.32959,,,,95.86281,,,,,2.67041,,,6.50347,7.238110000000001,13.741579999999999,,,11.96611,,,4.13719,,,3.4086300000000005,,
2009_New Zealand,,101.06303,,114.24481000000002,151.12748,103.60552,,,,,,,,,,,,,,,,,,,,,6.06352,8.85613,14.91965,,,,,,,,,,,
2009_North Macedonia,93.07265,87.47152,69.73625,83.22963,73.27159,89.5364,39.29557,85.17813000000001,,,88.94119,,91.96186,92.82898,,,,,,4.00738,,,0.2036,,0.8366600000000001,8.03814,4.384869999999999,6.48079,10.86566,95.99262,,,0.16092,0.64535,,,,,21.78916,78.21084
2009_Norway,97.30981,99.1536,97.18599,104.86956,124.73798000000001,98.1563,73.17815,99.1536,95.73493,,97.30981,98.22471999999999,99.15383,99.26116999999999,98.22471999999999,,,98.94038,93.33115,0.36801,,,,1.77528,,0.8461700000000001,6.939439999999999,6.730860000000001,13.6703,99.63199,99.93123,12.67499,,,6.66885,,2.42161,4.19699,15.7996,84.01076
2009_Peru,103.37156999999999,111.10525,,103.04711999999999,78.29011,103.58901,,96.14603000000001,79.915,,92.97733000000001,77.76268,98.88054,99.05297,99.46464,,,97.25277,81.25058,16.47008,,77.78075,6.74171,0.5353600000000001,6.49723,1.1194600000000001,6.6672199999999995,4.673369999999999,11.340580000000001,83.52991999999999,96.65637,8.41722,6.15017,6.12141,18.74942,,4.19201,7.86981,,
2009_Poland,97.42945999999999,95.59743,88.06385999999999,95.99943,97.50419000000001,95.005,72.36704,94.15183,90.33089,,95.33537,89.99665999999999,94.28545,94.75294,91.96885999999999,,,93.71627,91.1113,,,,0.97909,8.031139999999999,,5.71455,5.729769999999999,5.74735,11.47713,,99.0431,12.09677,0.7628699999999999,,8.8887,,7.26703,8.48015,,
2009_Portugal,104.51,112.6607,94.82378,108.96613,96.96528,113.85955,62.25696,99.19343,,,96.27809,,99.36941999999999,99.92846999999999,,,,,,,,,,,,0.63058,6.75298,6.32071,13.07369,,,7.93743,,,,,,,30.08108,69.91892
2009_Qatar,112.17772,107.48435,57.75701,99.89695,75.5031,112.04606000000001,9.86035,92.15388,83.02586,80.70805,91.36954,90.48193,97.07404,98.67675,,61.72991999999999,,99.86323,68.89059,,102.43119,113.73171,0.47492,,,2.92596,6.4172,5.6733,12.0905,,,9.24622,,1.34978,31.109409999999997,,10.604389999999999,18.929470000000002,20.62615,79.1283
2009_Republic of Korea,93.8026,101.94084000000001,100.2421,98.62380999999999,92.66911,99.3,104.21351999999999,99.43316999999999,94.57903,95.40425,77.68531,95.86702,99.59206,99.61633,99.42571,89.92891,,99.83321,92.84944,,,,,0.57429,,0.40794,6.07573,5.7590900000000005,11.83482,,,11.15243,,,7.1505600000000005,,2.34997,3.94239,31.2428,68.7572
2009_Republic of Moldova,93.89636999999999,93.57755999999999,69.48445,90.06758,87.17121,89.28556999999999,38.29286,87.51561,79.55915,84.65303,85.34861,86.39288,90.03386,91.58588,88.33521,59.132490000000004,,89.5813,66.33881,7.216880000000001,95.00564,88.2326,0.08255,11.66479,,9.96614,3.7396599999999998,6.15993,9.89958,92.78312,98.2471,11.043610000000001,,,33.661190000000005,,16.21375,18.831960000000002,,
2009_Romania,97.61431999999999,97.73644,87.84657,96.07785,92.72563000000001,98.36504000000001,69.59979,89.0685,,,89.53947,89.91660999999999,94.41935,95.75123,93.41113,,,93.20025,,7.73544,,,1.68072,6.58887,2.5987299999999998,5.58065,3.91313,7.931989999999999,11.84512,92.26456,99.40521,10.622,1.7740900000000002,2.66457,,,,,23.30726,76.69274
2009_Russian Federation,102.60505,99.22885,83.8464,89.37252,82.4387,86.29738,75.44277,93.93538000000001,,,89.29099000000001,,96.24361999999999,98.97671,,,,,,,,,0.38871,,,3.7563800000000005,3.9605099999999998,5.9478599999999995,9.908380000000001,,,,,0.41623999999999994,,,,,28.94748,69.36269
2009_Singapore,,,,,,,,,,,,,,,,,,,,,,,0.39375,,,,,,,,,10.5964,,0.6832,,,,,,
2009_Slovakia,95.76704000000001,102.94847,81.81961,94.54706999999999,90.38744,92.93077,56.04962,,85.71049000000001,,,82.45623,,,93.7767,,,,90.15838000000001,18.06643,,,3.22307,6.2233,1.8609200000000001,,4.04254,8.104410000000001,12.14695,81.93356999999999,99.40186,,3.07247,2.19272,9.841619999999999,,,8.00098,21.17191,78.82809
2009_Slovenia,99.61612,98.63064,94.78384,98.5614,98.94263000000001,97.85549,86.42284000000001,97.65819,93.22713,,95.38283,97.72005,98.07258,98.78719,99.51553,,,99.0396,91.66187,0.77122,,,0.6068899999999999,0.48446999999999996,0.68342,1.9274200000000001,5.91634,6.86672,12.78306,99.22878,99.42064,12.061110000000001,0.7404,0.6522,8.33813,,3.80056,5.2082,19.25518,80.74481999999999
2009_Spain,101.98767,106.85292,99.93269000000001,112.58849,123.19803,115.47991999999999,73.54173,99.64922,93.53488,,98.88639,94.99807,99.71779000000001,99.8234,99.6952,,,99.77258,89.15335,20.17265,,,2.69929,0.3048,13.32453,0.28221,6.41405,6.833810000000001,13.247860000000001,79.82735,98.6753,9.26062,2.67887,13.837829999999999,10.84665,,2.14095,3.94065,26.40215,72.48979
2009_Sweden,103.65727,99.90052,91.69014,99.66556,102.94544,95.87785,70.74138,99.33549000000001,95.06472,,96.87907,91.62996,99.33549000000001,99.63744,91.62996,,,96.70513000000001,98.8127,0.15424000000000002,,,,8.37004,,0.66451,6.00755,5.97417,11.98172,99.84576,99.7581,12.24025,,,1.1873,,2.95913,4.70199,24.41585,75.57765
2009_Switzerland,92.83587,102.53718,85.11788,98.42894,85.23,108.89974,49.97335,93.76526,83.33893,,96.99078,,,99.18411,95.10849,,,97.46387,81.4924,5.10391,,,1.44123,,1.77378,,6.19161,6.668069999999999,12.85968,94.89609,99.90516,13.33131,1.4124,1.7992599999999999,,,,,22.35676,77.16237
2009_Thailand,,99.10965,77.5043,89.56674,66.26321,95.64074000000001,49.388040000000004,98.01958,77.1596,,94.40536,94.63618000000001,98.01958,98.01958,96.42135,,,,60.194390000000006,,,74.9549,,3.57865,,1.98042,5.93421,4.86041,10.79462,,,,,,39.805609999999994,,12.351360000000001,21.87305,,
2009_Trinidad and Tobago,100.59794000000001,106.53115,,,,97.53246,,95.23143,,,90.32222,,98.30008000000001,98.30008000000001,,,,,,13.79364,96.06433,,5.793880000000001,,0.2232,1.69992,7.4173,,,86.20636,94.20178,10.72202,6.34615,0.37265,,,,,,
2009_Tunisia,103.48432,105.46132,77.37352,96.98662,73.81308,115.71437,34.851620000000004,97.60207,,,99.69617,,98.60118,98.60118,,,,,,30.71323,88.54329,,6.78293,,13.734860000000001,1.3988200000000002,6.3047,6.35353,12.65823,69.28676999999999,99.06694,,5.9839400000000005,17.8151,,,,,,
2009_Turkey,94.14081,100.09822,76.42511999999999,88.57096,66.59325,97.33514,46.541109999999996,95.32373,76.49472,,81.86820999999999,89.15768,95.32373,95.32373,97.05868000000001,,,95.96646,67.32916999999999,,,,1.75646,2.94132,1.6850900000000002,4.67627,5.00585,5.59284,10.59868,,,6.705989999999999,1.7063400000000002,2.6838599999999997,32.67083,,13.29411,19.68895,21.27565,78.72435
2009_United Arab Emirates,,,,,,88.77563,,,,,,,,,,,,,,8.901810000000001,,,2.03681,,2.79308,,,,,91.09819,97.66702,,,2.76283,,,,,,
2009_United Kingdom of Great Britain and Northern Ireland,,104.36740999999999,88.85974,102.06602,95.25131999999999,107.33892,58.1122,97.98403,94.55457,,98.66526,97.76422,98.17164,98.25773000000001,99.93312,,,99.36864,91.89031999999999,,,,,0.06688,,1.8283599999999998,6.2617199999999995,7.00977,13.2715,,,13.19348,,,8.10968,,3.4807300000000003,4.77197,21.81573,77.26895
2009_United States of America,103.78349,102.21191,,98.59829,89.34506,101.40086,,94.70087,89.16962,,80.11029,,95.91530999999999,98.33983,99.79511,,,97.10746999999999,92.05359,,,,,,,,6.12071,5.69912,11.81983,,,13.24579,,,,,,,15.70134,84.29866
2009_Uruguay,105.76088,113.36559,,101.48376,67.82011,112.61344,,99.11861,71.26996,,83.25894,67.17363,99.44372,99.44372,92.05422,,,92.52754,76.23488,15.53519,,,5.41109,7.94578,20.36531,0.55628,6.77515,5.46785,12.242989999999999,84.46481,81.28520999999999,8.40541,5.41941,18.41741,23.76512,,8.3865,15.90615,13.637410000000001,86.36259
2009_Viet Nam,,101.63316,,,,85.70025,20.0858,97.95105,,79.72421999999999,,,98.38489,99.36068,,,,,,,,,,,,1.61511,5.06861,,,,,8.04647,,,,,,,19.75734,76.66598
2012_Albania,103.0078,98.60221999999999,84.47463,94.74856,92.08139,93.01778,61.446630000000006,90.4651,,,81.15701,,90.4651,93.18193000000001,,,,,,0.61597,99.8657,92.97605,0.79664,,1.1812,9.5349,4.86152,6.48252,11.34404,99.38403000000001,99.75281,10.02511,0.7167899999999999,1.30704,,,,,,
2012_Algeria,114.06023,117.92443,,,,,32.14632,97.27711,,,,,99.11083,99.11261,,,,,,27.83969,,,6.84485,,18.21725,0.8891700000000001,5.87311,,,72.16031,98.5156,,7.162669999999999,17.60538,,,,,,
2012_Argentina,101.6268,112.97957,100.40743,109.1708,81.6681,128.66973000000002,78.97563000000001,98.97062,87.32117,85.22341999999999,97.58781,85.83094,99.18700000000001,99.34733,98.94774,60.17116,106.21756,98.70026999999999,88.72381999999999,16.996470000000002,111.73411000000002,83.47295,3.7062199999999996,1.05226,11.38452,0.813,6.81284,6.32434,13.137189999999999,83.00353,96.84399,11.32244,2.82428,12.21879,11.27618,55.73359,3.4287099999999997,6.15828,,
2012_Australia,,106.47431999999999,,,,,,97.5499,,,,,97.65526,100.0,,,,,,,,,,,,2.3447400000000003,7.45875,,,,,12.850010000000001,,,,,,,,
2012_Austria,99.21505,100.52483000000001,95.99327,98.62309,95.61681,100.19003000000001,78.88093,,86.07781999999999,,,84.81866,,,96.40178,,,,93.82556,0.40953,,,2.4563,3.5982199999999995,2.0298700000000003,,4.0008099999999995,7.69563,11.696439999999999,99.59047,99.93833000000001,11.821589999999999,2.57681,1.7074900000000002,6.17444,,,4.9608,28.48385,71.40905
2012_Belgium,96.53576,102.26013,115.34003,130.54051,166.91581000000002,138.66371999999998,71.19468,97.69564,93.15716,84.85608,95.00185,85.64544000000001,97.99540999999999,98.83745,98.66141999999999,83.28625,,98.26722,97.26801,0.32514,,,2.95997,1.3385799999999999,9.10696,2.0045900000000003,6.13537,9.0788,15.214170000000001,99.67486,,11.22626,2.63754,7.4375100000000005,2.73199,,2.14607,2.28245,16.651120000000002,80.47981
2012_Brazil,,134.5204,87.79553,106.50148999999999,87.15983,97.49164,44.966409999999996,98.0755,76.39968,,97.35789,72.57630999999999,98.54993,98.54993,93.96784,,,,83.37275,,,,,6.03216,,1.45007,5.25595,6.58564,11.84159,,,7.27682,,,16.62725,,7.65457,10.64601,12.96058,81.54666
2012_Bulgaria,100.42733,100.93104,83.72728000000001,96.65955,96.6028,92.27478,61.34676999999999,96.30025,86.69788,,96.25739,94.23392,97.76879,98.04474,96.33776999999999,,,94.80711,81.36859,55.72425,,,0.16285,3.66223,2.3416799999999998,2.23121,4.0338400000000005,7.487539999999999,11.52138,44.27575,99.29677,10.80702,0.12917,2.22225,18.63141,,8.80083,11.88717,22.67582,77.32418
2012_Canada,,99.62857,91.50811999999999,105.23566000000001,119.22126999999999,100.20043000000001,64.16662,99.47059,92.30925,99.68911999999999,99.3466,99.69022,99.47059,99.47059,99.69022,85.1685,,98.75036,86.15248000000001,,98.19593,97.50751,,0.30978,,0.52941,5.97851,6.5342,12.51271,,,,,,13.847520000000001,83.49906,4.18733,7.4165600000000005,,
2012_Chile,90.19691999999999,99.92658,89.84203000000001,94.90194,86.87666,97.03912,78.77656999999999,91.47118,85.19006999999999,,79.61518000000001,78.2964,91.49689000000001,93.38785,95.84916,,,92.73147,90.31736,1.25417,,,4.6870199999999995,4.1508400000000005,4.715269999999999,8.503110000000001,5.97104,5.39342,11.36445,98.74583,97.35059,,4.30847,6.20604,9.68264,,8.18485,7.8856399999999995,19.54034,80.45966
2012_China,,105.23371000000002,72.50689,98.6427,81.10876999999999,105.55611,28.035190000000004,,,,,,,,,,,,,7.96405,,113.39823,0.17110999999999998,,0.04945,,6.310980000000001,5.5502,11.861180000000001,92.03595,97.93265,,0.14742,,,,,,,
2012_Colombia,118.99841,116.56236000000001,87.79921,107.42301,80.91102,109.43405,46.21621,91.47261999999999,79.19358000000001,76.39992,83.64003000000001,79.40346,94.35065999999999,96.57135,99.51664,43.894659999999995,,,80.54918,49.45751,107.05691999999999,82.35621,2.46457,0.48336,2.41552,5.6493400000000005,5.82565,5.97081,11.79646,50.54249,96.66362,7.639869999999999,1.39963,4.17889,19.45082,,6.30923,6.8559600000000005,22.1273,77.61671
2012_Costa Rica,103.21323000000001,114.55723,90.77856,111.39743999999999,81.56971,126.16736000000002,49.32593,98.48628000000001,75.9686,73.28149,95.03038000000001,74.54248,99.47021,99.94782,91.82998,39.45534,,91.87561,80.38943,50.41513,98.30839,61.43206,5.33049,8.17002,10.89682,0.52979,6.80132,5.34671,12.14803,49.58487,84.37573,8.492510000000001,4.68851,15.80055,19.610570000000003,,6.42133,12.84234,,
2012_Croatia,101.27377,95.85064,86.00231,98.12265,96.2164,101.97112,60.36853000000001,89.08245,94.31742,,97.79894,97.86094,98.51080999999999,98.78647,98.77360999999999,,,98.80969,93.36928,,,,0.26197,1.2263899999999999,,1.48919,3.85295,7.9535100000000005,11.806460000000001,,,,0.19444,0.72714,6.630719999999999,,3.1795400000000003,3.91376,24.20141,75.79859
2012_Cyprus,100.22321,100.17535,78.51525,97.51903,92.50698,98.59221,45.86359,97.9124,91.83179,,96.06026999999999,95.27265,98.17635,98.68948,98.58549000000001,,,98.30754,89.31768000000001,1.61884,,,0.15109,1.41451,0.91575,1.82365,5.99916,5.70179,11.70095,98.38116,99.53709,11.83244,0.12529,0.9259299999999999,10.682319999999999,,4.332669999999999,6.428780000000001,21.869429999999998,78.13056999999999
2012_Czechia,98.19691999999999,99.34803000000001,87.62025,97.73629,91.61668,103.34591,65.65736,,,,,,,,,,,,,9.3829,,,0.5485800000000001,,0.98069,,5.057980000000001,7.74175,12.79974,90.6171,99.67728000000001,12.37152,0.59906,0.95804,,,,,22.45275,74.48897
2012_Denmark,102.64846,101.3583,102.83515,111.9301,129.70698000000002,116.8986,79.10969,97.95738,90.22601,,91.07305,90.74248,98.23881,99.43562,97.4712,,,98.82325,89.8781,0.08971,,,0.6643100000000001,2.5288,1.46215,1.7611900000000003,7.0860199999999995,7.50862,14.59464,99.91029,99.91530999999999,12.76251,0.9885,1.27423,10.1219,,3.97946,6.38795,21.32033,78.67967
2012_Dominican Republic,101.97086999999999,107.95629,80.66683,93.16993000000001,74.09313,85.77879,48.629,91.01404000000001,63.82419,49.55319,85.81118000000001,57.11124,93.69395,94.07066999999999,93.52254,53.302459999999996,,78.22978,72.70464,10.526589999999999,91.19295,73.59425,8.0144,6.47746,5.44032,6.30605,6.4934199999999995,4.70754,11.20096,89.47341,94.91685,7.52255,7.48694,5.23309,27.29536,,13.21534,20.29267,,
2012_Estonia,97.96375,100.89686999999999,96.55525,104.44558,109.08353999999999,106.14178999999999,72.33171,97.38004000000001,91.23291,,95.5844,97.92299999999999,99.60184,99.9307,99.69054,,,99.852,88.15411999999999,0.3789,,,0.54142,0.30946,2.63757,0.39816,6.03673,6.29157,12.3283,99.6211,99.54881999999999,13.61461,0.54142,2.63757,11.845880000000001,,3.6162099999999997,6.611689999999999,24.83169,75.16830999999999
2012_Finland,101.64031,100.35141999999999,100.87113000000001,104.50835,115.95212,99.76435,92.88908,99.0232,92.87603,,98.12028000000001,95.70357,99.11336999999999,99.37576999999999,98.05729000000001,,,98.92054,90.6119,0.20415,,,0.37696999999999997,1.94271,0.48751000000000005,0.8866299999999999,6.01909,6.45451,12.47359,99.79585,99.9326,12.2549,0.35594000000000003,0.5351,9.3881,,3.49594,5.84836,27.9317,72.0683
2012_France,,102.52316,91.20133,104.43125,110.72522,102.22201,57.909009999999995,98.27769,93.22666,,98.40397,93.80044000000001,98.91622,99.63011,98.3125,,,98.8864,93.85723,0.6492399999999999,,,,1.6875,2.9851799999999997,1.08378,5.12165,7.42963,12.55127,99.35076,,11.03624,,3.14118,6.14277,,2.5251200000000003,3.5693099999999998,26.10246,73.8886
2012_Georgia,112.34517,105.49967,,,,101.84659,29.693640000000002,97.77207,,89.02938,92.52967,,98.03101,98.03101,,,,,,0.11979000000000001,102.96743000000001,103.39759000000001,0.21898,,0.41318,1.9689900000000002,6.3071,,,99.88020999999999,99.95594,12.4963,0.21097,0.431,,,,,21.127,78.873
2012_Germany,102.65080999999999,102.14305999999999,,102.2382,106.34876000000001,100.13905,,97.93451,,,97.8142,,99.56796999999999,99.56796999999999,,,,,,,,,0.46831000000000006,,2.3898200000000003,0.43203,4.08439,9.03909,13.123479999999999,,99.3411,13.88519,0.43091999999999997,2.29917,,,,,,
2012_Greece,97.46112,95.89556999999999,102.03928,98.35718,106.97621000000001,94.40781,110.31278999999999,94.50995,,,93.48210999999999,,94.50995,94.50995,,,,,,7.5994399999999995,,,0.7527699999999999,,3.11979,5.49005,5.7518400000000005,6.04399,11.79583,92.40056,99.03985,,0.74335,3.29448,,,,,29.357940000000003,70.54406999999999
2012_Hungary,99.06139,99.68011,89.12818,98.5396,97.63322,98.53188,61.45306,90.76512,88.92772,,92.2918,93.5402,96.12271,96.95935,96.49749,,,93.65162,88.35121,,,,1.8834099999999998,3.50251,,3.8772900000000003,3.9862699999999998,7.84607,11.83234,,99.32605,11.83517,1.8207900000000001,,11.64879,,6.7163699999999995,7.95955,18.63104,81.36896
2012_Iceland,97.30901,98.22515,98.95763000000001,104.39813000000001,118.39708999999999,97.69648000000001,81.96996,98.16833000000001,87.17262,,97.33181,97.92231,98.25189,98.25856999999999,97.99006,,,98.17600999999999,80.67205,,,,,2.0099400000000003,,1.7481099999999998,6.875719999999999,7.713760000000001,14.589479999999998,,,,,,19.32795,,7.280810000000001,12.32184,,
2012_Indonesia,102.9939,109.32771000000001,76.20871,94.97536,69.48723000000001,90.23705,28.69834,92.89931,73.68223,,96.05959,80.23252,95.9947,95.9947,86.57995,,,92.94565,69.53215,15.300820000000002,,89.94854000000001,2.90329,13.42005,0.25245,4.0053,6.53375,4.79226,11.32601,84.69918,91.65313,,1.95422,0.26087,30.46785,,12.73745,21.8999,,
2012_Ireland,,102.11834,102.45988,107.79665,135.33595,106.73365,68.19725,95.33033,98.01034,,97.95355,97.88447,99.75201,99.94211,99.56967,,,99.76184,98.76595999999999,,,,,0.43033000000000005,,0.24799000000000002,8.115739999999999,5.86775,13.98349,,,,0.50731,,1.23404,,0.42667,0.73995,25.08247,74.91753
2012_Israel,103.17232,105.61408,93.86738000000001,103.43788,99.29158000000001,102.69144,67.80564,97.30084000000001,97.37826,,86.36411,93.86828,97.66445,99.95382,99.96582,,,99.4938,97.64511999999999,2.81577,,,1.36009,0.03418,1.7359,2.33555,6.35192,6.07754,12.42946,97.18423,99.70636,12.82579,1.55615,1.5542,2.35488,,1.7741200000000001,1.15713,,
2012_Italy,99.85022,100.7362,91.02953000000001,101.28099,97.96486999999999,107.86197,65.06170999999999,97.27564,93.59092,,98.08349,97.6713,99.3133,99.58819,99.41755,,,98.37138,89.61366,1.69077,,,0.29431999999999997,0.58245,3.5308900000000003,0.6867,5.03625,8.12819,13.164439999999999,98.30923,99.89623,9.89439,0.26065,3.88785,10.386339999999999,,4.43505,6.76588,20.7965,74.46625
2012_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012_Jordan,,,,,69.0975,77.30303,42.39115,,,,,,,,,,,,,4.90022,,,0.61738,,1.94818,,,4.48113,,95.09978000000001,,,0.54792,2.57728,,,,,,
2012_Kazakhstan,111.46215,109.44308999999998,89.63069,104.16426,94.25357,104.73581,50.980979999999995,86.31576,92.78572,89.9593,98.57311,99.20251,99.35651999999999,99.73826,99.92716,70.05926,,99.84335,98.11274,0.8351299999999999,113.18723999999999,102.87774,0.05285,0.07284,0.030239999999999996,0.64348,4.27286,7.22535,11.49822,99.16487,99.92183,,0.04829,0.04004,1.88726,,0.6594300000000001,0.66809,,
