Year_Country,"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure per student, tertiary (% of GDP per capita)",Expenditure on secondary education (% of government expenditure on education),"Government expenditure per student, secondary (% of GDP per capita)",Expenditure on primary education (% of government expenditure on education),"Government expenditure per student, primary (% of GDP per capita)","Current education expenditure, total (% of total expenditure in public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)"
2006_Slovenia,5.5755901336669895,13.319700241088901,21.7679595947266,21.0295505523682,,,,,89.6972122192383,89.0211868286133,,,,
2006_Spain,4.16759014129639,10.8859100341797,22.2530307769775,23.012210845947298,39.2038993835449,23.4674797058105,25.7071800231934,19.0171909332275,88.3616485595703,81.85679626464841,90.1676712036133,91.4854583740234,,
2006_Sweden,6.41066980361938,12.807020187377901,26.8014602661133,36.9171600341797,38.602321624755895,29.9390296936035,24.9018497467041,23.1251106262207,93.6938018798828,96.0065765380859,92.74765014648442,92.8243179321289,,
2006_Switzerland,4.9615797996521,15.970049858093299,26.5932102203369,48.1691093444824,37.5044593811035,23.843240737915,29.235460281372102,20.995290756225604,91.4737396240234,91.3125762939453,92.2594375610352,89.7076873779297,,
2006_Thailand,4.05038022994995,22.0027904510498,23.7406005859375,27.0658493041992,,,,,,,,,,
2006_Trinidad and Tobago,,,,,,,,,,,,,,
2006_Tunisia,6.43859004974365,26.8613090515137,24.254539489746104,46.919651031494105,,,,,,,,,,
2006_Turkey,2.7506299018859903,7.96737003326416,31.8963508605957,25.7499599456787,,,,,89.4463119506836,78.60865783691409,,,88.11939239501949,96.1815032958984
2006_United Arab Emirates,,,,,,,,,,,89.7194671630859,91.20974731445308,,
2006_United Kingdom of Great Britain and Northern Ireland,5.02086019515991,13.1364402770996,20.1014404296875,26.0950202941895,43.314380645752,24.5171604156494,29.4455394744873,19.766689300537102,91.3767776489258,,92.2248687744141,89.1406784057617,,
2006_United States of America,,,,,,,,,,,,,,
2006_Uruguay,2.88025999069214,9.8754997253418,22.002309799194304,18.464670181274396,35.984958648681605,10.174280166626,33.3326797485352,8.565150260925291,94.2567520141602,93.9264373779297,93.1058120727539,95.41552734375,97.7896270751953,98.71251678466801
2006_Viet Nam,,,,,,,,,,,,,,
2009_Albania,,,,,,,,,,,,,,
2009_Algeria,,,,,,,,,,,,,,
2009_Argentina,5.53105020523071,16.0210399627686,18.850519180297898,17.7919006347656,40.773139953613295,21.966060638427702,32.8026504516602,14.802180290222198,96.0496673583984,98.64086151123051,95.3820419311523,95.4294281005859,98.9834213256836,99.58428955078129
2009_Australia,5.09326982498169,13.415019989013699,22.1126499176025,,37.7816009521484,,35.9632987976074,19.9490795135498,,86.92919921875,89.39132690429692,80.7544937133789,,
2009_Austria,5.73024988174438,10.583930015563999,26.195999145507802,36.216590881347706,46.733699798584006,29.283910751342802,17.4274291992188,25.1291198730469,95.8259735107422,93.3031387329102,98.13543701171879,97.22622680664058,,
2009_Belgium,,11.847319602966301,22.4258708953857,,,,,,96.26788330078129,97.04615020751949,,,,
2009_Brazil,5.4635500907897905,14.723690032959,15.988690376281701,27.8409690856934,44.608470916748,20.1127490997314,32.378810882568395,19.7558708190918,93.1786727905273,86.3871002197266,94.5865707397461,94.6043701171875,90.29821014404301,98.0655364990234
2009_Bulgaria,4.28574991226196,12.656749725341802,20.6942195892334,23.909349441528303,40.616050720214794,23.1631393432617,18.6071605682373,22.5443992614746,90.99803924560551,87.6324462890625,90.7022933959961,89.8118209838867,,
2009_Canada,4.85264015197754,12.483639717102099,36.068611145019496,40.1966514587402,,,,,90.9261932373047,88.3651504516602,,,,
2009_Chile,4.23064994812012,17.0356101989746,15.6017198562622,12.677249908447301,35.2323608398438,16.414909362793,36.386749267578104,16.074630737304698,97.0307998657227,94.9377899169922,97.65161895751949,97.9178009033203,98.55368041992192,98.8723831176758
2009_China,,,,,,,,,,,,,,
2009_Colombia,4.74742984771729,16.081169128418,19.593730926513697,26.900680541992198,35.014289855956996,15.1228904724121,38.407218933105504,15.6267004013062,,,100.0,100.0,93.24468994140629,97.9374313354492
2009_Costa Rica,6.046350002288821,,18.9862499237061,,31.2865505218506,20.9338302612305,41.2466888427734,21.053430557251,,,96.4930572509766,94.38323974609379,,
2009_Croatia,4.38924980163574,9.22725963592529,18.8506393432617,26.3511600494385,,,,,92.17807006835942,82.7827987670898,,,,
2009_Cyprus,7.2062201499939,17.2012500762939,25.7650203704834,48.4175491333008,41.3894691467285,37.3322601318359,27.7002105712891,28.886760711669897,88.0695266723633,79.5215682983398,90.7623062133789,88.1036529541016,,
2009_Czechia,4.17127990722656,9.43733024597168,23.222730636596697,24.270029067993196,46.3852691650391,23.271789550781303,15.9115896224976,15.0532703399658,88.84197998046879,89.3478164672852,89.8122711181641,87.9397506713867,,
2009_Denmark,8.44888019561768,14.9441699981689,27.6409606933594,54.986358642578104,33.690071105956996,31.8793792724609,24.356689453125,27.951759338378896,94.1465911865234,,94.29647827148442,90.7194671630859,,
2009_Dominican Republic,,,,,,6.90383005142212,,6.864520072937009,,,88.9826278686523,87.9985733032227,,
2009_Estonia,5.954150199890139,12.9300899505615,22.0696506500244,21.9366302490234,40.254909515380895,29.0146999359131,25.1119003295898,25.8216400146484,,,,,,
2009_Finland,6.4851799011230495,11.8433198928833,31.7484703063965,37.050121307373,42.5184288024902,34.3690795898438,19.7926197052002,19.5186500549316,93.74315643310551,96.0742568969727,92.1728286743164,93.0507125854492,,
2009_France,5.74618005752563,10.0542402267456,22.744249343872102,38.8631591796875,45.2540283203125,28.626600265502898,20.0927791595459,17.9907207489014,89.9898681640625,91.0763931274414,87.68914794921879,91.8337936401367,,
2009_Georgia,3.22238993644714,8.998250007629391,,,,,,,,,,,,
2009_Germany,4.88047981262207,10.258239746093802,26.4415798187256,,46.202598571777294,23.8578701019287,13.5490303039551,17.18869972229,91.8184280395508,89.8590774536133,92.9248275756836,91.65090942382808,,
2009_Greece,,,,,,,,,,,,,93.9051132202148,99.4910888671875
2009_Hungary,4.96436023712158,9.8643798828125,22.0575294494629,27.597509384155302,40.639820098877,22.1380996704102,16.8813495635986,21.5642395019531,91.57745361328129,84.11634826660159,94.1165084838867,94.38184356689449,,
2009_Iceland,7.30666017532349,15.160240173339801,20.3973999023438,28.056079864502,31.964599609375,21.2079391479492,32.608428955078104,25.413650512695302,92.2178497314453,99.9460678100586,93.01083374023442,89.5283889770508,,
2009_Indonesia,3.52513003349304,19.3084392547607,12.1656398773193,21.122360229492198,25.4962501525879,11.0197496414185,47.945770263671896,13.5286598205566,89.8113632202148,78.3651885986328,93.3588485717773,89.2355575561523,92.5817031860352,99.4737396240234
2009_Ireland,6.13522005081177,13.0517797470093,23.7471008300781,36.0523796081543,33.647171020507805,28.6715602874756,35.754730224609396,19.9442195892334,91.46617889404301,88.9610595703125,94.06124877929692,90.4565963745117,,
2009_Israel,5.4958400726318395,13.2111196517944,17.3158397674561,20.7811393737793,26.8460292816162,15.911600112915002,38.1564292907715,19.9688892364502,92.1334609985352,86.6220703125,91.62976837158199,90.1981582641602,,
2009_Italy,4.53631019592285,8.867170333862301,18.270000457763697,24.3460693359375,43.1121711730957,25.256759643554698,25.1790504455566,23.942579269409197,94.76439666748051,91.02822875976558,96.62242889404301,95.3175811767578,,
2009_Japan,,,,,,,,,,,,,,
2009_Jordan,,,,,,,,,,,,,,
2009_Kazakhstan,3.06071996688843,13.040900230407699,13.1338396072388,,,,,,91.02017211914058,89.39427947998051,,,99.7324066162109,99.8345108032227
2009_Latvia,5.57353019714355,13.025139808654801,13.957550048828098,12.3723201751709,40.2372589111328,29.997989654541,28.1889591217041,29.1241397857666,87.3064804077148,96.2065887451172,89.1208267211914,87.0641098022461,,
2009_Lebanon,1.7618499994278,5.502999782562259,26.6466007232666,9.83633995056152,,,,,,,,,91.1841888427734,99.24334716796879
2009_Lithuania,5.57741022109985,12.7776098251343,20.1457405090332,16.053489685058597,52.304538726806605,25.675630569457997,12.969670295715302,17.6623497009277,96.0903167724609,91.38186645507808,97.3046493530273,96.6428680419922,,
2009_Luxembourg,,,,,,,,,,,85.53302001953129,84.5740203857422,,
2009_Malaysia,5.97418022155762,18.4646301269531,35.9442901611328,59.2380790710449,32.8058090209961,21.2494297027588,27.6763095855713,14.133069992065401,84.50389099121091,70.6447296142578,92.6884994506836,91.6332778930664,,
2009_Malta,5.17037010192871,12.344940185546902,21.8542308807373,45.022819519043,47.273250579834006,,21.982990264892603,19.000659942627,94.3916168212891,96.44094848632808,91.6530532836914,97.4516067504883,,
2009_Mexico,5.18794012069702,18.665119171142603,20.0025100708008,43.8375396728516,30.248010635376,15.681770324707001,36.216461181640604,14.543829917907699,95.9171600341797,93.56195068359379,96.41921997070308,97.3613662719727,93.4418792724609,98.524658203125
2009_Montenegro,,,,,,,,,,,,,,
2009_Netherlands,5.49579000473022,11.613610267639197,,,,,,,87.8541488647461,91.4051666259766,85.99539184570308,87.22386932373051,,
2009_New Zealand,6.281169891357419,15.3594303131104,,,,,,,,,,,,
2009_North Macedonia,,,,,,,,,,,,,,
2009_Norway,7.095439910888669,15.6405696868896,30.431739807128896,47.5483512878418,35.1220092773438,28.3046607971191,26.0556697845459,20.918039321899396,87.53482055664058,94.0686264038086,85.39849853515629,85.8697128295898,,
2009_Peru,3.13994002342224,14.596309661865199,14.381839752197301,,33.4783706665039,11.461299896240199,40.3786010742188,9.70847988128662,80.8135604858398,79.7508773803711,80.3608779907227,82.1284637451172,,
2009_Poland,4.98909997940063,11.0764799118042,21.0209999084473,18.610179901123,36.899078369140604,23.742389678955103,31.043140411377,25.7535800933838,92.4136123657227,86.89759063720699,94.85150146484379,92.8378219604492,,
2009_Portugal,5.562139987945559,11.074810028076199,18.5307998657227,29.203050613403303,44.8768501281738,37.179500579834,27.0151290893555,21.3538703918457,93.75534057617192,94.78003692626949,89.4224472045898,98.0724334716797,,
2009_Qatar,3.4131500720977797,14.835650444030799,,,14.74059009552,10.498069763183599,17.6384296417236,9.881509780883789,,,,,94.7242889404297,97.75924682617192
2009_Republic of Korea,4.6698298454284695,,17.0603103637695,12.202630043029801,38.219978332519496,,32.6350784301758,,83.0018081665039,81.17588806152341,83.3922805786133,83.0023422241211,,
2009_Republic of Moldova,9.5097599029541,20.992630004882802,18.0586795806885,45.308780670165994,38.132759094238295,39.3707885742188,17.8856201171875,41.719108581543004,93.6102981567383,95.13452911376949,93.3721771240234,93.5761184692383,,
2009_Romania,4.03671979904175,11.021289825439501,28.2829608917236,21.17453956604,35.7201805114746,15.7739095687866,18.4216899871826,17.699880599975604,86.24990844726558,76.5008010864258,91.2863311767578,93.9051895141602,,
2009_Russian Federation,,,,,,,,,,,,,,
2009_Singapore,3.03184008598328,17.1988697052002,34.416690826416,25.4221496582031,24.8120307922363,15.749850273132301,21.622600555419897,10.585519790649402,91.2412872314453,95.38934326171879,89.49169158935551,85.6421813964844,,
2009_Slovakia,4.01094007492065,9.09838008880615,19.7819004058838,18.186569213867198,47.085731506347706,17.889799118042,18.400569915771502,18.2519207000732,94.3474884033203,90.73314666748051,95.1349411010742,95.3482284545898,,
2009_Slovenia,5.56859016418457,12.304180145263699,24.2513694763184,23.906019210815398,,,,,90.05905151367192,87.8326873779297,,,,
2009_Spain,4.86771011352539,10.632570266723599,22.8292808532715,28.6097602844238,37.500789642334,27.612340927124,25.3039398193359,21.2759399414063,88.45355224609379,81.21681213378909,90.60751342773442,91.9426422119141,97.6792678833008,99.5989990234375
2009_Sweden,6.85778999328613,13.265500068664599,28.0929794311523,42.392250061035206,36.78403854370121,31.1989402770996,24.0746898651123,26.7724800109863,93.9796371459961,96.5442428588867,92.6343307495117,93.0616073608398,,
2009_Switzerland,5.04118013381958,15.6436195373535,25.1430492401123,42.0379791259766,41.4536094665527,26.924800872802702,27.9276294708252,21.829490661621104,91.48609161376949,90.9122695922852,91.84400177001949,90.1453018188477,,
2009_Thailand,3.8619399070739706,18.1783008575439,19.318059921264602,20.6420993804932,15.597599983215302,8.4474401473999,46.138309478759794,22.190000534057603,,,,,,
2009_Trinidad and Tobago,,,,,,,,15.107159614563,,,,,,
2009_Tunisia,6.528480052948001,25.262010574340803,27.0245304107666,50.2990913391113,,,,,88.02487182617192,75.5232925415039,,,,
2009_Turkey,,,,,,,,,,,,,90.8167190551758,97.8074722290039
2009_United Arab Emirates,,,,,,,,,,,95.6951675415039,96.6286468505859,,
2009_United Kingdom of Great Britain and Northern Ireland,5.130670070648191,12.6148099899292,14.369720458984402,18.867010116577102,48.9195709228516,28.567480087280302,31.119670867919897,22.343980789184602,90.3580474853516,,91.11499786376949,88.2262420654297,,
2009_United States of America,,,,,,,,,,,,,,
2009_Uruguay,,,,,,,,,,,,,98.2672271728516,98.86148071289058
2009_Viet Nam,4.8165001869201705,15.239000320434599,13.6402597427368,32.4230995178223,43.1603317260742,,30.936580657959,19.3443202972412,75.4500732421875,70.68714904785159,74.537109375,80.0865478515625,93.52044677734379,97.09166717529301
2012_Albania,,,,,,,,,,,,,97.2469711303711,99.2313995361328
2012_Algeria,,,,,,,,,,,,,,
2012_Argentina,5.34582996368408,14.5186100006104,19.940660476684602,16.4376907348633,40.4383888244629,20.8602600097656,31.798849105835,14.622540473938,95.0755386352539,94.7358627319336,94.34095001220699,95.91954803466801,99.10523223876949,99.3758697509766
2012_Australia,4.87764978408813,13.183719635009801,23.6786193847656,19.1079006195068,35.2615089416504,16.1245803833008,34.140380859375,18.1803703308105,,,93.4061965942383,92.53726196289058,,
2012_Austria,5.48040008544922,10.701180458068801,33.3041801452637,37.064781188964794,41.2169189453125,26.712039947509798,15.4904298782349,21.345529556274396,96.02027130126949,93.52979278564449,97.9999237060547,97.7716217041016,,
2012_Belgium,,,,,,,,,,,,,,
2012_Brazil,5.85510015487671,15.7276296615601,17.30299949646,28.0594596862793,44.1181411743164,19.7930603027344,28.570039749145497,19.6704502105713,92.0146102905273,90.58432006835942,92.5086517333984,91.3513565063477,91.3378524780273,98.61965942382808
2012_Bulgaria,3.5020298957824703,10.690919876098599,17.805599212646502,15.4720001220703,39.157958984375,18.6433696746826,18.6286907196045,18.267559051513697,94.1383895874023,91.43121337890629,95.6229400634766,95.8143692016602,,
2012_Canada,,,,,,,,,,,,,,
2012_Chile,,,,15.130499839782699,,16.364629745483402,,16.685079574585,,,,,,
2012_China,,,,,,,,,,,,,,
2012_Colombia,4.38531017303467,15.512829780578599,21.9726905822754,23.066219329834,35.7023887634277,14.969090461731,34.963790893554695,15.1571102142334,77.715446472168,52.1037788391113,98.1520462036133,98.1520462036133,,
2012_Costa Rica,6.6898398399353,,19.687879562377898,30.170490264892603,33.123039245605504,24.109239578247102,39.102210998535206,24.6090793609619,,,94.9216079711914,92.8872528076172,,
2012_Croatia,,,,,,,,,,,,,,
2012_Cyprus,,,,,,,,,,,,,,
2012_Czechia,4.250860214233399,9.55685043334961,23.4214401245117,24.2458190917969,43.9723701477051,24.149700164794897,16.7775897979736,15.7022800445557,90.7386703491211,90.3206405639648,92.42150115966801,89.9027481079102,,
2012_Denmark,7.23782014846802,12.488710403442399,29.9953594207764,41.8996086120605,37.970451354980504,27.674329757690398,29.722909927368196,25.617370605468803,91.04678344726558,92.2612762451172,92.1540679931641,89.00277709960942,,
2012_Dominican Republic,,,,,,8.11431980133057,,8.84852027893066,,,,,90.15518188476558,97.0238876342773
2012_Estonia,4.71293020248413,11.9912004470825,21.8218593597412,17.3751106262207,36.402130126953104,24.539489746093803,27.0128707885742,21.895339965820302,,,,,,
2012_Finland,7.19254016876221,12.7972898483276,28.5646705627441,36.0121612548828,37.9514617919922,,18.3978004455566,,93.9919281005859,96.654296875,92.1255264282227,93.09219360351558,,
2012_France,5.45641994476318,9.55434989929199,22.638870239257802,34.0668792724609,44.397621154785206,26.825059890747102,20.649459838867198,17.497459411621097,91.3379135131836,91.7646636962891,90.9894790649414,91.4622116088867,,
2012_Georgia,1.98330998420715,6.707759857177731,19.1707992553711,14.634630203247099,32.128829956054695,,34.3392486572266,9.06904029846191,,,,,,
2012_Germany,4.93331003189087,11.137299537658699,26.7842197418213,39.53355026245121,43.1587600708008,23.0453395843506,12.810500144958501,17.3232707977295,92.4263229370117,89.658447265625,94.44735717773442,93.72396850585942,,
2012_Greece,,,,,,,,,,,,,,
2012_Hungary,4.17353010177612,8.61054992675781,19.0882301330566,21.158519744873,40.8503189086914,18.5009803771973,17.4304103851318,18.7337207794189,95.6465301513672,92.6906280517578,97.31446075439449,97.0299301147461,,
2012_Iceland,7.82601022720337,17.3314304351807,19.390079498290998,25.4844608306885,28.0010604858398,18.379779815673803,28.3536701202393,24.0603199005127,94.23255157470699,94.4159393310547,95.28231811523442,92.7742767333984,,
2012_Indonesia,3.40748000144959,18.090419769287102,17.1778297424316,23.368520736694304,26.0377902984619,10.2965202331543,41.7611083984375,11.5045604705811,86.64340209960942,71.7428283691406,92.560791015625,87.35870361328129,,
2012_Ireland,5.75110006332397,13.717780113220199,21.3931293487549,28.495569229126,33.4267616271973,25.7739791870117,36.8972015380859,18.4933300018311,94.9480972290039,94.0968704223633,95.6422576904297,94.5570602416992,,
2012_Israel,5.69726991653442,13.9187297821045,16.1774196624756,21.094890594482397,30.3945999145508,18.1723804473877,38.863899230956996,20.7455101013184,91.0450973510742,83.1325302124023,89.52011108398442,89.2176513671875,,
2012_Italy,4.083909988403319,8.04117965698242,19.26296043396,24.534730911254897,42.9731597900391,22.536560058593803,23.979139328002898,20.4117698669434,95.9000701904297,90.7573928833008,97.9125289916992,96.4471893310547,,
2012_Japan,3.6922600269317596,9.36686038970947,20.135330200195302,,38.146541595459,,33.4810600280762,,88.9809799194336,88.6875686645508,88.75164794921879,88.01354217529301,,
2012_Jordan,,,,,,,,,,,,,97.89031982421879,99.10572052001949
2012_Kazakhstan,,,,,,,,,91.7979278564453,88.7084503173828,92.3603286743164,,,
2012_Latvia,6.5943899154663095,17.7365493774414,20.6932601928711,22.679540634155302,33.1021385192871,34.2584609985352,28.1492099761963,32.3749389648438,87.5598983764648,79.7518768310547,88.06597900390629,87.8860015869141,,
2012_Lebanon,2.15629005432129,7.10915994644165,30.716960906982397,15.326439857482901,14.728599548339801,4.05716991424561,,,99.8182220458984,100.0,100.0,,,
2012_Lithuania,4.76682996749878,13.5359697341919,28.982610702514602,18.548160552978498,39.6612586975098,17.1841697692871,15.265179634094201,19.022230148315398,87.5215606689453,75.3093490600586,91.9591522216797,94.7933120727539,,
2012_Luxembourg,4.09041023254395,9.28219032287598,0.11095999926328698,,44.131900787353494,21.6047191619873,34.103328704834,20.9531192779541,87.5435028076172,86.58193969726558,89.9636611938477,85.705192565918,,
2012_Malaysia,5.73902988433838,19.928659439086896,28.4680995941162,44.264518737793,34.460178375244105,20.9215698242188,33.588508605956996,17.3454704284668,89.54891967773442,82.64967346191409,90.1200714111328,95.35472869873051,,
2012_Malta,6.5195598602294895,15.2615604400635,22.172540664672898,49.7030181884766,46.565399169921896,40.511680603027294,22.7269096374512,26.3708896636963,87.22339630126949,96.27703857421879,75.0064163208008,97.77169799804692,,
2012_Mexico,5.1030998229980495,18.0871906280518,19.4646396636963,37.3869400024414,31.368629455566396,15.7088003158569,34.6609497070313,14.253210067749,96.3935775756836,93.1876983642578,97.41516876220699,97.5089797973633,94.22840118408199,98.8754196166992
2012_Montenegro,,,,,,,,,,,,,,
2012_Netherlands,5.4756498336792,11.8322696685791,,,,,,,87.7403793334961,89.0223388671875,86.3526229858398,88.3081817626953,,
2012_New Zealand,7.1526799201965305,17.8199405670166,,,,,,,,,,,,
2012_North Macedonia,,,,,,,,,,,,,,
2012_Norway,7.36425018310547,17.4296493530273,,,,,22.0319499969482,19.2560997009277,90.71314239501949,,,90.2583770751953,,
2012_Peru,2.92276000976563,14.3690700531006,18.0585708618164,,31.867910385131804,10.757920265197802,36.6123008728027,9.2772798538208,75.55738830566409,83.5381698608398,72.8489074707031,75.7716522216797,93.8417282104492,98.6981582641602
2012_Poland,4.81181001663208,11.2269697189331,23.387390136718803,22.4817295074463,33.9537887573242,21.9407691955566,30.472980499267603,25.3828506469727,92.2529525756836,80.0784378051758,96.5645065307617,94.6569595336914,,
2012_Portugal,4.94640016555786,10.1930303573608,,,44.6452293395996,27.5672492980957,28.569290161132802,20.8964900970459,89.5438003540039,,85.71922302246091,96.1452102661133,,
2012_Qatar,3.50744009017944,12.3060302734375,,,,,,,,,,,,
2012_Republic of Korea,5.0963602066039995,,17.665340423584002,,43.431491851806605,,34.4725112915039,,86.7319717407227,87.4650497436523,85.052490234375,87.2800064086914,,
2012_Republic of Moldova,8.34895992279053,20.7419700622559,17.5631198883057,41.827911376953104,34.8732414245605,37.379608154296896,18.267370223999,38.87685012817379,93.35540771484379,93.6653594970703,94.8311386108398,95.1905975341797,99.13831329345699,99.4561614990234
2012_Romania,2.94603991508484,8.43579006195068,26.162889480590803,22.860740661621104,35.965179443359396,12.4900798797607,15.9153699874878,11.054789543151902,92.1110992431641,89.15219116210942,94.2906875610352,96.1571502685547,,
2012_Russian Federation,3.7897300720214804,11.1467599868774,21.1517391204834,15.248040199279801,,,,,90.8727035522461,85.3117904663086,90.1171112060547,,,
2012_Singapore,3.10851001739502,21.1614303588867,38.0352210998535,25.164979934692397,21.473590850830103,,20.5653400421143,,89.6005401611328,98.32073974609379,94.7777328491211,83.3708877563477,96.3697891235352,99.8949432373047
2012_Slovakia,3.90920996665955,9.62131023406982,23.9793395996094,22.2878799438477,44.13288879394529,17.9732608795166,18.771110534668,17.8641204833984,92.3809967041016,81.15785217285159,96.83688354492192,95.88217163085942,,
2012_Slovenia,5.64783000946045,12.631839752197301,21.2382202148438,24.101770401001,,,27.7772598266602,29.5221290588379,91.4563217163086,88.8895721435547,,93.0627593994141,,
2012_Spain,4.43187999725342,9.21341037750244,22.3069496154785,23.8498802185059,37.3306007385254,21.0144195556641,25.9488697052002,18.285800933837898,92.1551971435547,84.3298721313477,94.4690475463867,95.9089584350586,97.89453887939449,99.6727828979492
2012_Sweden,7.65618991851807,15.230170249939,25.2810707092285,42.4342613220215,28.8235702514648,24.7015399932861,21.9840106964111,22.0736408233643,94.35057830810551,96.63619995117192,92.7483291625977,93.41436767578129,,
2012_Switzerland,5.03337001800537,15.6438703536987,26.3080997467041,41.631401062011705,39.1218414306641,25.978210449218803,29.3326206207275,26.956239700317397,91.3387298583984,88.9254913330078,92.9203872680664,90.2781295776367,,
2012_Thailand,4.53670978546143,21.396799087524396,14.415140151977502,18.254959106445302,28.628110885620103,18.4115200042725,44.7812614440918,27.5364093780518,95.08770751953129,88.0376663208008,94.7693634033203,93.3136520385742,,
2012_Trinidad and Tobago,,,,,,,,,,,,,,
2012_Tunisia,6.250370025634769,20.9910106658936,28.127260208129897,53.5528907775879,,,,,,,93.46607208251949,96.2070083618164,80.21875,96.86499786376949
2012_Turkey,4.419000148773191,12.830470085144,34.9410781860352,42.6654510498047,37.6267318725586,11.7384996414185,22.5132999420166,13.2620601654053,87.8314971923828,77.0642776489258,93.1832962036133,91.3318099975586,94.9197463989258,99.01602172851558
2012_United Arab Emirates,,,,,,,,,,,,,,
2012_United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,,,,,
2012_United States of America,5.19485998153687,13.463660240173303,28.4634990692139,21.932260513305696,33.985080718994105,22.8087005615234,30.9632205963135,20.5594501495361,89.3373870849609,85.42604064941409,91.18923950195308,91.18923950195308,,
2012_Uruguay,,,,,,,,,,,,,98.3959426879883,98.9552536010742
2012_Viet Nam,5.53328990936279,18.785020828247102,14.8252296447754,32.8142700195313,40.052341461181605,,29.805660247802702,21.0079307556152,79.70362854003909,78.9494400024414,78.7943496704102,83.6930313110352,,
2015_Albania,3.4379699230194105,11.3177003860474,21.1559906005859,13.052249908447301,21.5816593170166,6.7836799621582005,56.766929626464794,29.845680236816396,91.9454193115234,90.79503631591801,88.2799530029297,93.69515991210942,,
2015_Algeria,,,,,,,,,,,,,,
2015_Argentina,5.776110172271731,13.9634399414063,20.535699844360398,17.361469268798803,41.3327217102051,23.0128192901611,30.041339874267603,15.707770347595199,89.22708129882808,95.5008392333984,86.41626739501949,88.72744750976558,99.17996215820308,99.55970001220699
2015_Australia,5.321750164031981,14.0757999420166,28.855350494384798,21.5369606018066,30.5254096984863,17.1929092407227,31.7843399047852,18.8469295501709,92.3382720947266,88.5745162963867,95.2019195556641,94.99893188476558,,
2015_Austria,5.45304012298584,10.693479537963901,32.633590698242195,35.9603996276855,39.8773612976074,27.274400711059602,16.5679302215576,23.188659667968803,94.5102081298828,91.8300094604492,97.5038070678711,94.2064590454102,,
2015_Belgium,6.5523800849914595,12.1688499450684,22.1287498474121,32.3177909851074,,,23.535619735717802,22.0710391998291,94.9603424072266,95.0124893188477,,94.31854248046879,,
2015_Brazil,6.24105978012085,16.2488307952881,21.4540004730225,33.284069061279304,41.3708000183105,21.6834506988525,25.615070343017603,20.2011394500732,96.05126190185551,95.63939666748051,96.7785415649414,96.0952835083008,92.0478973388672,98.96375274658199
2015_Bulgaria,,,,,,,,,,,,,,
2015_Canada,,,,37.0360107421875,,,,17.615909576415998,,91.26812744140629,,92.9017486572266,,
2015_Chile,4.87370014190674,19.594049453735398,25.6818904876709,18.1971492767334,29.3654403686523,16.440069198608402,25.614749908447298,15.0078601837158,,,,,96.8741302490234,99.35394287109379
2015_China,,,,,,,,,,,,,,
2015_Colombia,4.50048017501831,15.0530195236206,21.3815898895264,20.2346591949463,35.406078338623,16.0305099487305,36.7236785888672,17.79541015625,74.7805099487305,45.5936813354492,93.6944122314453,93.6944122314453,94.2450485229492,98.53472900390629
2015_Costa Rica,7.082550048828129,,22.254320144653303,34.7868614196777,33.6808891296387,24.918870925903303,36.8382682800293,26.4952697753906,,,95.6027374267578,93.7995986938477,,
2015_Croatia,,,,,,,,,,,,,,
2015_Cyprus,6.3767399787902805,16.276250839233402,20.7040691375732,29.2765293121338,41.311798095703104,39.399440765380895,32.2074584960938,32.1951713562012,95.87896728515629,91.10131072998051,97.9094924926758,95.5635299682617,,
2015_Czechia,5.7888498306274405,13.8825197219849,13.327850341796902,20.9886302947998,29.804519653320302,23.667699813842802,13.280890464782699,14.9471797943115,92.13555908203129,89.9442977905273,89.3596878051758,87.8779983520508,,
2015_Denmark,,,,,,,,,,,,,,
2015_Dominican Republic,,,,,,13.387969970703098,,14.159770011901902,,,75.4191207885742,77.88262939453129,91.9912109375,97.6140594482422
2015_Estonia,5.21589994430542,12.9666004180908,27.0436897277832,33.6071586608887,25.8999195098877,18.1078701019287,23.861879348754897,17.9109497070313,91.63037872314449,89.25479125976558,89.4109725952148,94.0776214599609,,
2015_Finland,7.09182977676392,12.412229537963901,26.696260452270497,34.5501899719238,37.4682197570801,25.846700668335,20.2440795898438,22.031869888305696,91.15679931640629,95.8516693115234,89.62615966796879,87.6869125366211,,
2015_France,5.46424007415771,9.62020969390869,22.7907009124756,32.9669609069824,43.403049468994105,26.4537200927734,20.7152404785156,17.5395793914795,92.1727828979492,91.1752471923828,91.71240997314449,93.35968017578129,,
2015_Georgia,,,,,,,,,,92.08910369873051,,,,
2015_Germany,4.81340980529785,10.993510246276902,25.9490604400635,34.014900207519496,41.854709625244105,23.0407390594482,12.9330501556396,17.5384197235107,93.18054962158199,90.8308486938477,94.80429077148442,94.1149673461914,,
2015_Greece,,,,9.2001895904541,,22.582410812377898,,19.654830932617198,,58.2505683898926,94.6711578369141,95.86917114257808,,
