Year_Country,"Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary and secondary, both sexes (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, tertiary, both sexes (%)","Net enrolment rate, primary, both sexes (%)","Net enrolment rate, secondary, both sexes (%)","Net enrolment rate, lower secondary, both sexes (%)","Adjusted net intake rate to Grade 1 of primary education, both sexes (%)","Adjusted net enrolment rate, lower secondary, both sexes (%)","Adjusted net enrolment rate, primary, both sexes (%)","Total net enrolment rate, primary, both sexes (%)","Total net enrolment rate, lower secondary, both sexes (%)","Net enrolment rate, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of lower secondary education, both sexes (%)","Net enrolment rate for compulsory education age group, both sexes (%)","Total net enrolment rate, upper secondary, both sexes (%)","Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%)","Gross graduation ratio from primary education, both sexes (%)","Gross graduation ratio from lower secondary education, both sexes (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Rate of out-of-school adolescents of lower secondary school age, both sexes (%)","Repetition rate in lower secondary general education (all grades), both sexes (%)","Rate of out-of-school children of primary school age, both sexes (%)","School life expectancy, primary, both sexes (years)","School life expectancy, secondary, both sexes (years)","School life expectancy, primary and secondary, both sexes (years)","Survival rate to the last grade of lower secondary general education, both sexes (%)","Effective transition rate from primary to lower secondary general education, both sexes (%)","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","Repetition rate in primary education (all grades), both sexes (%)","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","Rate of out-of-school youth of upper secondary school age, both sexes (%)","Gross graduation ratio from upper secondary education, both sexes (%)","Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)","Rate of out-of-school adolescents and youth of secondary school age, both sexes (%)","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)",pisa_math,pisa_reading,pisa_science,"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure per student, tertiary (% of GDP per capita)",Expenditure on secondary education (% of government expenditure on education),"Government expenditure per student, secondary (% of GDP per capita)",Expenditure on primary education (% of government expenditure on education),"Government expenditure per student, primary (% of GDP per capita)","Current education expenditure, total (% of total expenditure in public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)"
2003_Austria,,100.46382,,99.80394,96.65121,102.31003,,,88.4619,,,87.21208,,,99.93111,,,,92.1747,,,,,0.06888999999999999,,,3.99285,7.92958,11.92243,,,,1.22184,,7.8253,,,3.94904,,,506.0,491.0,,5.36183023452759,10.739620208740199,23.519800186157198,,48.9391212463379,27.8782806396484,19.723089218139602,22.606229782104503,97.06688690185551,96.92568969726558,97.2206573486328,97.0437774658203,,
2003_Belgium,,102.36091,112.05495,130.44673999999998,153.4812,168.89693,59.83446,97.71071,96.34794,86.60101,92.90117,87.24733,97.96697,98.80631,99.88277,87.65405,,99.87447,99.87302,,,,,0.11723,,2.03303,6.139880000000002,9.1431,15.28299,,,,3.0860000000000003,,0.12697999999999998,,1.0800299999999998,0.12372,,,529.0,507.0,,,,,,,,,,,,,,,
2003_Brazil,116.01732,140.54449,86.67815,115.71412,84.29887,116.00322,23.21699,93.17962,,,83.46946,,94.29506,94.29506,,,,,85.23281,,,,19.95374,,,5.7049400000000015,5.65384,7.19159,12.84542,,95.21936,,20.19789,,14.76719,,,,12.56603,81.09634,356.0,403.0,,,,,,,,,,,,,,,
2003_Bulgaria,105.39935,104.62101,75.50163,91.77639,85.14301,88.4936,41.62177,94.29544,84.92357,,92.59499,91.85279,96.27152,96.66831,96.9871,,,95.73864,81.03832,36.78388,,,2.27196,3.0129,2.28722,3.72848,4.16261,6.9592399999999985,11.12185,63.21612,98.29525,,2.13473,2.21911,18.96168,,9.14555,11.2608,21.31269,78.6725,,,,4.02937984466553,11.1802501678467,19.6962604522705,26.5359802246094,44.6104583740234,19.6103801727295,19.1056594848633,17.826589584350604,96.3232421875,94.0845184326172,96.9203033447266,97.27896118164058,,
2003_Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0,528.0,,,,,,,,,,,,,,,
2003_Chile,99.72643,103.89902,82.22699,97.40253,84.22266,104.9076,43.31059000000001,,,,,,,,,,,,,,,,,,,,6.21587,5.49889,11.71476,,,,,,,,,,,,,,,3.9634599685668905,17.637220382690398,13.1512002944946,14.5215702056885,38.3832588195801,15.436120033264196,39.7918701171875,14.541830062866199,89.20166015625,93.1686325073242,86.86923217773442,86.9875717163086,,
2003_China,109.28309,118.94832,65.37715,84.58478000000002,37.92593,84.43346,15.24153,,,,,,,,,,,,,,,,0.32225,,,,5.93532,3.71805,9.65336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003_Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.325139999389649,15.537260055542,,,,,,,,,,,,
2003_Costa Rica,,,,,,,,,,,,,,,,,,,,,90.24527,43.52802,,,,,,,,,,,,,,,,,,,,,,5.1563601493835405,,,,,,,,,,,,,
2003_Croatia,104.65001,101.75578,75.92635,92.29067,82.92234,94.28106,40.77352,93.62232,85.20428000000003,87.72251,99.4351,94.52544,99.7369,99.7369,95.42244,75.60486,,,80.76120999999998,,,,0.37187,4.57756,,0.2631,4.08063,7.14531,11.22593,,,,,0.51056,19.23879,,8.71597,12.24003,21.48631,78.51369,,,,3.8675498962402304,8.21189975738525,18.547260284423803,26.165540695190398,,,,,92.6765289306641,92.95545196533199,,,,
2003_Cyprus,99.06412,97.61051,77.86236,98.02157,96.52611,100.3358,31.96361,96.14328,92.80423,,94.88252,96.97968,98.63524,99.19729,99.34534,,,99.50908,89.9512,2.38938,,,0.26245,0.65466,1.78289,1.36476,5.85481,5.90502,11.75983,97.61062,99.80922,,0.27359,1.68553,10.0488,,3.38711,5.36824,12.79743,87.20257,,,,6.65670013427734,16.515230178833,21.262729644775398,55.6418685913086,45.865451812744105,33.890369415283196,27.947290420532198,21.2558708190918,85.7841262817383,74.8565292358398,86.5494384765625,86.25330352783199,,
2003_Czechia,92.43657,99.02579,80.83972,97.38914,93.32738,99.72835,37.00779,,,,,,,,,,,,,8.10538,,,1.1084,,1.08392,,4.82483,7.718889999999999,12.54371,91.89462,99.99771,,1.0279200000000002,1.1499700000000002,,,,,22.90898,69.86307,516.0,489.0,,4.13642978668213,8.38265991210938,20.7544097900391,30.4927997589111,50.543701171875,21.3021392822266,15.7117204666138,11.693169593811,90.84902954101558,86.13452911376949,92.5681533813477,89.7126998901367,,
2003_Denmark,,,,,130.18337,122.87499,67.50428000000001,,93.92329,,,97.44452,,,,,,,,,,,,,,,,7.465839999999999,,,,13.02177,,,,,,,19.82785,80.17215,514.0,492.0,,8.12193965911865,15.1417503356934,29.9951992034912,65.0940704345703,34.608200073242195,33.9077682495117,23.5328903198242,,93.3813705444336,94.236572265625,93.8538818359375,90.47222900390629,,
2003_Dominican Republic,,115.84297,,,,,34.09831,89.83362,,,70.93330999999998,,89.83362,90.87776,,,,,,,96.60047,,,,,10.16638,7.01169,,,,92.08404,,6.76709,,,,,,,,,,,1.8446500301361104,9.70180988311768,,,,,,,,,,,,
2003_Estonia,94.94548,101.18794,92.16299,99.22044,90.35046,104.88081,64.39908,94.52595,89.4797,,84.83578,92.2374,97.2373,99.44285,98.43888,,,99.04756,91.04177,,,,2.26113,1.56112,4.96442,2.7627,6.02986,5.87913,11.90899,,99.56372,,1.86082,,8.95823,,4.14422,5.22962,18.92275,81.07725,,,,5.29463005065918,15.0490303039551,19.262750625610398,21.9722499847412,44.37361145019529,26.1663093566895,26.302659988403306,19.0564403533936,89.7880172729492,98.7146530151367,90.0394515991211,89.3888931274414,,
2003_Finland,97.11592,99.67439,106.87927,115.45024,159.69325,102.36852,86.94398000000002,98.52116,94.95765,,94.03155,97.61091,98.67927,98.9592,99.83918,,,99.24513,92.53466,,,,0.45144,0.16082,,1.32073,5.98295,7.89716,13.8801,,99.92872,11.89938,0.43133,,7.4653399999999985,,2.58685,3.878530000000001,30.111290000000004,69.88871,544.0,543.0,,6.17476987838745,12.775970458984402,32.031570434570305,35.351280212402294,41.0357818603516,25.9988803863525,21.6014595031738,17.7046203613281,91.2864303588867,95.013427734375,89.8664398193359,88.0628509521484,,
2003_France,,99.97545,87.1454,101.6549,104.9157,101.14215,52.31698,95.19437,89.03434,,95.41999,88.73595,95.82227,96.0672,94.01309,,,94.80565,90.21842,,,,,5.98691,,4.17773,4.98963,7.21095,12.20058,,,,,,9.78158,,6.248480000000002,7.62598,29.88173,69.94199,511.0,496.0,,5.746709823608401,10.787349700927699,20.2637500762939,34.1858100891113,48.9463691711426,29.870550155639602,18.808940887451197,17.7436504364014,90.83609008789058,88.9805068969727,90.02661895751949,93.42135620117192,,
2003_Georgia,93.54532,88.67093,73.09942,83.15634,61.65404,88.16261999999998,42.50997,,,,,,,,,,,,,,,,0.18429,,0.19994,,3.49846,5.64846,9.14692,,,,0.39992,0.2975,,,,,23.54061,76.44283,,,,2.06559991836548,12.492939949035597,,,,,,,,,,,,
2003_Germany,101.95635,101.98542,,101.71043,98.26901,103.32303,,98.43108,,,95.9325,,99.55967,99.55967,,,,,,,,,1.61584,,,0.44033,4.07716,9.13985,13.217,,99.64366,,1.4522,,,,,,,,503.0,491.0,,,,,,,,,,,,,,,
2003_Greece,98.54701,95.41,87.30662,94.42363,92.01761,95.26347,70.30627,93.26111,82.6517,,92.08025,89.44205,94.90856,94.90856,93.25903,,,94.34151,76.6514,,,,,6.74097,,5.09144,5.72187,5.55777,11.27964,,,,,,23.3486,,10.61298,15.55768,,,445.0,472.0,,3.42933988571167,7.360400199890139,30.9317893981934,20.645929336547894,36.4531593322754,19.1373901367188,,,78.16490173339841,59.2200698852539,86.3323974609375,,,
2003_Hungary,98.67951,98.10498,88.32985,100.89687,103.57974,100.81419,52.23486,88.61972,90.54326,,92.62065,96.732,95.92072,96.93727,99.81865,,,95.64476,89.77573000000002,,,,2.44713,0.18135,,4.079280000000002,3.94602,8.08561,12.03162,,99.8428,,2.09951,,10.22427,,4.869280000000002,5.24006,12.76662,87.23338000000003,490.0,482.0,,5.7895998954772905,11.8297700881958,20.6911697387695,31.078149795532198,45.80850982666021,26.082950592041,16.909000396728498,21.371080398559602,92.32678985595699,85.1731414794922,93.8829879760742,95.60650634765629,,
2003_Iceland,95.40659,98.28539,96.18193,106.99396000000002,123.61553,106.31884,62.392480000000006,98.20419,87.53701,,95.6044,98.11304,98.28539,98.28852,,,,98.83638,74.43435,0.8113100000000001,,,,,,1.7146099999999995,6.88709,8.17436,15.06146,99.18869,99.6545,,,,25.56565,,8.393889999999999,15.58985,16.414939999999998,83.58506,515.0,492.0,,7.31735992431641,16.375900268554698,18.5846996307373,29.498929977417003,34.546600341796896,21.1605396270752,34.8693313598633,23.473680496215806,,,,,,
2003_Indonesia,112.8198,109.45362,65.00275,84.87428,45.12616,75.11589000000002,16.02533,90.58094,53.47289,,95.92679,61.59627,94.88829,94.88829,77.06368,,,,52.22321,4.33781,,,3.7719,22.93632,0.42561,5.11171,6.57025,3.6077,10.17795,95.66219,83.72618,,2.8972,0.4498,47.77679000000001,,20.17756,35.33137,,,360.0,382.0,,3.21799993515015,16.278179168701197,,,,,,,,,,,,
2003_Ireland,100.10548,102.71863,94.57581,104.80079,118.14418,100.59542,55.84617,94.8888,92.27449,,98.34632,95.32564,99.98098,99.98098,97.92864,,,,90.95353,0.8781899999999999,,,1.0748,2.07136,0.36543,0.01902,8.21452,5.39659,13.61111,99.12181,,,0.97784,0.34227,9.04647,,2.02114,4.95603,29.413840000000004,68.38016999999999,503.0,515.0,,4.20553016662598,12.747920036315902,24.8527507781982,22.8002109527588,35.3127899169922,18.458429336547894,34.178600311279304,12.833620071411099,92.66665649414058,95.08145141601558,92.0197067260742,91.6548309326172,,
2003_Israel,99.51513,105.42526,92.12811,105.4303,112.06827,98.81136,56.78111,98.01775,99.66112,,86.88802,93.62332,98.07804,99.85294,,,,99.54001,99.7637,7.84238,,,1.42139,,1.78869,1.92196,6.34312,6.32564,12.66877,92.15762,99.9743,,1.30574,2.01147,0.2363,,1.30239,0.6540600000000001,,,,,,6.354589939117429,12.792200088501,18.4670696258545,26.052860260009798,28.9126796722412,18.3158893585205,35.8936614990234,21.7317905426025,92.4063186645508,90.29650115966801,92.76602172851558,89.9922714233398,,
2003_Italy,98.18199,101.05217,86.87606,99.15476,91.78284,108.86451,58.04048,98.59991,90.20252,,98.51499,98.415,99.5373,99.77969,99.88648,,,96.67327,84.85414,0.8951600000000001,,,0.2894,0.11352,3.20805,0.4627,5.05169,7.82475,12.87644,99.10484,99.59101,,,3.23455,15.14586,,6.22321,9.65237,23.480220000000006,75.84746,466.0,476.0,,4.55480003356934,9.64083957672119,16.419010162353498,22.401460647582997,47.0518989562988,27.124780654907198,25.653850555419893,24.0994701385498,91.98342895507808,86.6511917114258,93.8211669921875,93.3693618774414,,
2003_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.0,498.0,,,,,,,,,,,,,,,
2003_Jordan,99.71797,99.50498,76.66456,92.83586,75.57600000000002,90.33179,33.20084,92.42062,79.47688000000002,,96.85598,85.78295,95.92578,95.92578,88.66331,,,93.1746,66.56824,9.40405,,,0.46111,11.33669,3.27549,4.07422,5.93938,5.11676,11.05614,90.59595,99.31215,6.3170199999999985,1.03122,1.03347,33.43176,,10.98028,18.58807,,,,,,,,,,,19.5960006713867,,16.4819507598877,,,88.9846878051758,88.8203887939453,89.8923187255859,99.1325912475586
2003_Kazakhstan,100.75993,101.36755,,,,94.07114,,91.29438,,87.57852,95.79081,95.66797,98.01194,98.80486,97.48895,,,,,0.98753,,,0.13910999999999998,2.51105,0.18427,1.98806,4.0987300000000015,,,99.01247,99.7172,,0.11375,0.21764,,,,,,,,,,,,,,,,,,,,,,,
2003_Latvia,103.88964,105.01615,91.65412,98.70862,90.11708,100.6231,71.03424,,,,,,,,,,,,,,,,1.89921,,,,4.1537,7.75007,11.90377,,99.71286,,2.42262,,,,,,13.93826,86.06174,483.0,491.0,,5.06728982925415,15.3767595291138,13.8741903305054,13.5234699249268,54.6149291992188,22.935710906982397,17.1663703918457,19.2554397583008,91.1454696655273,94.4444427490234,90.8727874755859,90.0505905151367,,
2003_Lebanon,108.20265,112.40333,83.73631,100.11288,73.27959,102.01459,42.94808,95.84572,,,94.54339,,97.70857,98.49845,,,,,,16.192520000000002,,,9.69907,,15.43667,2.29143,6.75105,5.2621400000000005,12.01319,83.80748,96.13541,,10.66733,14.125,,,,,,,,,,,,,,,,,,,,,,,
2003_Lithuania,102.88537,102.96309,95.42168,104.41386,104.10989,105.32837,69.63042,95.39212,96.39001,,93.02472,97.28974,98.24975,99.88949,99.63074,,,99.7399,93.98161,,,,0.61839,0.36926,,1.75025,4.12228,8.46108,12.58337,,99.39158,,0.58025,0.79804,6.01839,,1.78401,1.7981200000000002,23.230970000000006,76.76903,,,,5.10851001739502,15.9309797286987,19.2870502471924,19.8327102661133,50.433441162109396,19.626939773559602,14.7936296463013,14.062129974365199,95.5090713500977,92.6911163330078,95.93321990966801,94.410888671875,,
2003_Luxembourg,,99.41079,76.24016,97.71746,88.56407,105.66535,12.18662,94.91876,80.10576,,90.03094,77.8217,95.87842,95.87842,86.44833,,,,81.96908,,,,,13.55167,,4.121580000000002,5.97689,6.76289,12.73979,,,11.15099,4.37194,,18.03092,,10.24374,16.054370000000002,,,493.0,479.0,,,,,,,23.4064598083496,,,,,82.3352813720703,,,
2003_Malaysia,97.73009,97.30514,75.69407,90.21474,69.00725,96.50292,30.63687,97.02729,80.30466,,97.73009,96.20711,97.02729,97.02729,96.20711,,,97.02729,73.51307,9.03056,,,,3.79289,,2.97271,5.83761,4.96169,10.7993,90.96944,,,,,26.48693,,8.902619999999997,15.03201,,,,,,7.502880096435549,24.5424404144287,34.9864692687988,89.2833099365234,34.1218681335449,25.0953006744385,29.276809692382802,17.7442893981934,65.81027221679689,64.1504974365234,66.2131195068359,65.9623489379883,,
2003_Malta,95.57945,101.53048,78.42112,97.01558,70.68294,102.84123,30.45862,,86.72951,,,90.15818,,,,,,,71.86878,18.91174,,,2.38095,,0.63375,,6.054119999999998,6.52824,12.58237,81.08825999999998,,,,0.45518,28.131220000000006,,,,9.13086,90.86914,,,,,,,,,,,,,,,,,
2003_Mexico,103.03264,106.66865,73.37005,92.74788,51.41803,103.39515,21.97108,97.39897,61.72132,,94.96918,74.86634000000002,99.50369,99.62691,89.62639,,,91.797,50.01301,13.92109,,,5.12394,10.37361,1.20771,0.49631,6.4143300000000005,4.72078,11.13511,86.07891,94.10595,,4.80497,1.214,49.98699000000001,,14.6804,29.7898,28.92856,71.07144,385.0,400.0,,5.07257986068726,22.4718704223633,16.8584003448486,40.3852081298828,29.1847496032715,15.3358697891235,39.2833099365234,14.0724401473999,96.8780975341797,94.7836227416992,96.5826034545898,97.66058349609379,,
2003_Montenegro,114.12196000000002,107.35025,72.93784000000002,97.4931,83.5732,103.0251,17.271179999999998,97.34278,,,,,97.34278,100.0,,,,,,,,,,,,2.65722,4.30337,7.4365,11.73987,,,10.29056,,,,,,,,,,,,,,,,,,,,,,,,97.7734603881836,99.41027069091801
2003_Netherlands,,107.49457,97.66251,114.10169,107.97964,133.47539,55.74325,98.80214,88.12664000000002,,97.27989,82.74016999999998,,98.9464,99.88556,,,,94.80764,,,,,0.11444,,,6.45439,7.260910000000001,13.7153,,,,,,5.19236,,,2.62352,,,538.0,513.0,,5.101490020751951,11.6222496032715,,,,,,,87.16754150390629,87.75347900390629,86.64675903320308,87.2862777709961,,
2003_New Zealand,,98.43256,,109.40519,135.95313000000002,106.32384,,,,,,,,,,,,,,,,,,,,,5.90503,8.314210000000001,14.21924,,,,,,,,,,,,523.0,522.0,,6.4375300407409695,16.7755508422852,,,,,,,,,,,,
2003_North Macedonia,93.29841,93.17681,67.86561999999999,85.25694,70.51569,92.94111,27.15633,87.65259,,,90.61578,,92.58005,94.17141,,,,,,5.41909,,,0.18348,,0.52568,7.41995,3.74354,6.5247199999999985,10.26825,94.58091,98.3912,,0.16033,0.53464,,,,,23.78426,76.21574,,,,,,,,,,,,,,,,,
2003_Norway,99.84896,99.98498,99.57132,105.90927,127.37314,100.33173,79.06718000000002,99.85574,95.10527,,98.06419,99.53348,99.85574,100.0,99.53348,,,,89.38416,0.48709,,,,0.46652,,0.14426,7.00092,6.80817,13.80909,99.51291,99.7957,,,,10.61584,,2.45224,5.39522,,,495.0,500.0,,7.4197998046875,15.684929847717301,30.390579223632802,48.4634284973145,36.047550201416,31.712049484252898,26.6308898925781,20.8497295379639,89.05615234375,91.1352920532227,88.3463592529297,87.1627197265625,,
2003_Peru,113.06979,118.94183,81.42936,102.06823,71.0479,88.15248000000003,31.57589,99.53674,,,90.9846,,99.53674,99.53674,,,,,,13.77585,,,7.60902,,5.1162800000000015,0.4632600000000001,7.14917,4.070119999999998,11.2193,86.22415,97.79053,,7.48746,,,,,,,,,,,2.9377999305725098,14.6583099365234,13.2459497451782,12.5002899169922,30.311719894409197,10.219639778137198,35.953498840331996,6.77369022369385,93.5272598266602,85.5799331665039,96.2652206420898,99.0121078491211,,
2003_Poland,91.57854,96.01967,89.64759000000002,101.27611,112.08287,98.61784,59.48876,94.49801,92.54459,,90.15198,94.07136,94.62615,94.91684,96.25268,,,95.39722,91.40063,1.15623,,,0.59616,3.74732,1.97039,5.37385,5.74555,6.29045,12.036,98.84377,100.0,,0.57635,1.89665,8.59937,,5.87752,6.3021699999999985,,,490.0,497.0,,5.33218002319336,11.644379615783699,19.1422500610352,19.6612701416016,37.6429100036621,19.6868896484375,33.3778915405273,22.7937393188477,94.0529022216797,89.18128204345699,94.8104476928711,94.9071884155273,,
2003_Portugal,,118.80917,91.89915,111.9468,97.80958,114.7116,54.52741,,79.85597,,95.13549,80.12953,,99.32768,99.97115,,,99.54425,78.06145,,,,,0.02885,,,7.083710000000001,6.09544,13.17916,,,7.1735,,,21.93855,,6.63227,11.55346,20.38651,79.61349,466.0,478.0,,5.278269767761231,11.6563301086426,18.037639617919897,24.842340469360398,40.971771240234396,29.5210990905762,30.378969192504893,21.8402805328369,96.71066284179692,94.93457794189449,96.11791229248051,98.27850341796879,,
2003_Qatar,113.01883,110.52124,76.79065,104.46875,85.88785,109.5065,15.33668,96.70482,,,,,96.70482,97.3997,,,,,,,74.2151,,,,,3.29518,6.62299,5.8572,12.48019,,,,,,,,,,16.45022,83.54978,,,,3.3739399909973105,10.7000598907471,,,,,,,,,,,,
2003_Republic of Korea,99.60178,99.88745,93.76938,98.2715,95.20099,97.73244,84.37828,98.49617,93.74227,,92.43075,94.64127,98.68696,98.68992,97.38343,,,97.9419,93.28758,1.1152799999999998,,,,2.6165700000000003,0.02091,1.31304,5.99559,5.78124,11.77684,98.88472,98.69438,,0.0064,,6.71242,,2.89236,4.64363,40.77452,59.22548000000001,542.0,534.0,,4.13241004943848,,13.60023021698,8.35019969940186,41.4124908447266,22.4817199707031,35.238151550293004,16.6629791259766,79.7964324951172,82.79820251464841,78.8340225219727,78.9612197875977,,
2003_Republic of Moldova,101.50308,99.48654,70.94613000000003,89.49551,69.07755999999999,92.18582,33.29884000000001,92.66273,80.06647,,89.31567,92.31752,96.63888,98.90147,94.61853,,,96.28917,58.03032,9.01779,,,0.41825,5.381469999999998,0.40686,3.36112,3.99837,6.02074,10.01911,90.98221,98.4277,,0.36273,0.46953,41.96968,,12.56817,16.64388,,,,,,5.42490005493164,16.192590713501,,,,,,,,,,,,
2003_Romania,107.4241,104.37128,73.25627,88.40700000000002,73.14093000000003,92.97991,37.56524,93.76547,,,93.501,89.49158,97.17626,97.17626,93.46972,,,91.53876,,8.47535,,,2.76431,6.53028,2.40794,2.8237400000000004,4.1684800000000015,6.643960000000001,10.81243,91.52465,99.81499,,2.48444,2.54931,,,,,,,,,,3.42195010185242,11.1390600204468,19.714889526367198,22.603700637817397,40.1278800964355,13.3558502197266,15.9088401794434,11.853879928588901,91.922119140625,77.6038589477539,95.3134307861328,96.0460891723633,,
2003_Russian Federation,100.95653,121.08584,88.52813,98.03132,96.67741,89.10951999999997,70.6976,,,,,,,,,,,,,3.70262,,,0.75015,,0.7477199999999999,,3.67196,6.634589999999998,10.30655,96.29738,,,,0.90123,,,,,,,468.0,442.0,,3.67853999137878,10.5316896438599,18.4654903411865,11.4351396560669,,,,,,,,,,
2003_Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00778007507324,21.8065204620361,,,,,,,,,,,,
2003_Slovakia,94.46507,98.50386,74.40343,92.35419,83.36488,95.95931,33.88839,,86.45392,,,87.36163,,,97.57327,,,,88.67853000000002,,,,2.46293,2.42673,,,3.84995,8.06884,11.91879,,99.69411,,2.45626,,11.32147,,,6.57452,25.09419,74.90581,498.0,469.0,,4.217209815979,10.567740440368699,19.6573600769043,28.177059173584,50.5513801574707,17.108190536499,14.950360298156701,12.547400474548304,93.26983642578129,89.88919067382808,93.19442749023442,94.6122589111328,,
