Year_Country,"Gross intake ratio to Grade 1 of primary education, both sexes (%)","Gross enrolment ratio, primary, both sexes (%)","Gross enrolment ratio, primary to tertiary, both sexes (%)","Gross enrolment ratio, primary and secondary, both sexes (%)","Gross enrolment ratio, upper secondary, both sexes (%)","Gross enrolment ratio, lower secondary, both sexes (%)","Gross enrolment ratio, tertiary, both sexes (%)","Net enrolment rate, primary, both sexes (%)","Net enrolment rate, secondary, both sexes (%)","Net enrolment rate, lower secondary, both sexes (%)","Adjusted net intake rate to Grade 1 of primary education, both sexes (%)","Adjusted net enrolment rate, lower secondary, both sexes (%)","Adjusted net enrolment rate, primary, both sexes (%)","Total net enrolment rate, primary, both sexes (%)","Total net enrolment rate, lower secondary, both sexes (%)","Net enrolment rate, upper secondary, both sexes (%)","Gross intake ratio to Grade 1 of lower secondary education, both sexes (%)","Net enrolment rate for compulsory education age group, both sexes (%)","Total net enrolment rate, upper secondary, both sexes (%)","Cumulative drop-out rate to the last grade of lower secondary general education, both sexes (%)","Gross graduation ratio from primary education, both sexes (%)","Gross graduation ratio from lower secondary education, both sexes (%)","Percentage of repeaters in primary education, all grades, both sexes (%)","Rate of out-of-school adolescents of lower secondary school age, both sexes (%)","Repetition rate in lower secondary general education (all grades), both sexes (%)","Rate of out-of-school children of primary school age, both sexes (%)","School life expectancy, primary, both sexes (years)","School life expectancy, secondary, both sexes (years)","School life expectancy, primary and secondary, both sexes (years)","Survival rate to the last grade of lower secondary general education, both sexes (%)","Effective transition rate from primary to lower secondary general education, both sexes (%)","Mean years of schooling (ISCED 1 or higher), population 25+ years, both sexes","Repetition rate in primary education (all grades), both sexes (%)","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","Rate of out-of-school youth of upper secondary school age, both sexes (%)","Gross graduation ratio from upper secondary education, both sexes (%)","Rate of out-of-school children, adolescents and youth of primary and secondary school age, both sexes (%)","Rate of out-of-school adolescents and youth of secondary school age, both sexes (%)","Percentage of graduates from Science, Technology, Engineering and Mathematics programmes in tertiary education, both sexes (%)","Percentage of graduates from programmes other than Science, Technology, Engineering and Mathematics in tertiary education, both sexes (%)",pisa_math,pisa_reading,pisa_science,"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Expenditure on tertiary education (% of government expenditure on education),"Government expenditure per student, tertiary (% of GDP per capita)",Expenditure on secondary education (% of government expenditure on education),"Government expenditure per student, secondary (% of GDP per capita)",Expenditure on primary education (% of government expenditure on education),"Government expenditure per student, primary (% of GDP per capita)","Current education expenditure, total (% of total expenditure in public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, youth total (% of people ages 15-24)"
2006_Estonia,99.09917,97.70077,93.14492,100.88651,97.287,109.89384,67.86591,93.00778,93.78821,,,95.88982,95.68633,98.55515,99.40445,,,99.88498,93.41835,,,,2.13472,0.59555,,4.31367,5.87814,6.21437,12.09251,,,,,5.61065,6.58165,,4.02056,3.81582,21.61788,78.38212,515.0,501.0,531.0,,,,,,,,,,,,,,
2006_Finland,96.37534,98.00863,101.292,104.80585,121.14914,102.1267,93.15745,96.6628,96.22216,,92.43807,97.53403,96.81107,97.09025,99.97816,,,98.41374,94.04941,,,,0.4305,0.02184,,3.18893,5.87412,6.66845,12.54257,,99.91426,11.98036,0.42808,,5.95059,,3.05775,2.92941,,,548.0,547.0,563.0,5.93809986114502,12.283820152282699,31.651859283447298,32.036041259765604,42.19387817382809,30.5034103393555,20.6201992034912,17.3281002044678,92.4534378051758,95.57373809814449,90.3369598388672,91.14586639404301,,
2006_France,,104.27885,90.45356,105.84318,108.19067,105.91428,53.87542,98.57178,92.66312,,98.2864,93.22527,99.26235,99.97076,99.21453,,,99.34453,93.13895,1.96847,,,,0.78547,5.82551,0.73765,5.21777,7.44601,12.66378,98.03153,,,,5.78673,6.86105,,2.36307,3.48976,27.69937,72.30063,496.0,488.0,495.0,5.45718002319336,10.321009635925302,21.409740447998,33.7523193359375,46.954250335693395,27.187200546264602,20.0942096710205,17.2172603607178,90.2833786010742,88.2287063598633,89.1914291381836,93.4637680053711,,
2006_Georgia,97.99443,93.01816,72.53585,87.16126,71.20564,89.37549,37.43413,86.67715,75.79975999999998,,,80.03575,87.81582,91.45228,88.08761,,,,74.64471999999998,0.00732,,,0.2771,11.91239,0.44242,12.18418,5.54704,4.09053,9.63757,99.99268,100.0,,0.37232,0.4274600000000001,25.35528,,14.966970000000002,17.5092,21.59538,78.38374,,,,3.00363993644714,12.895389556884801,,,,,,,,,,,,
2006_Germany,104.29246,104.12809,,103.23877,102.68107,102.99292,,98.39464,,,98.77188,,99.7729,99.7729,,,,,,,,,1.14112,,,0.2271,4.1674,9.26387,13.43127,,99.32155,13.52575,1.15001,,,,,,,,504.0,495.0,516.0,4.27930021286011,9.574159622192381,25.1859703063965,,47.1150093078613,20.208869934082,14.738039970397901,15.6047201156616,92.7268905639648,91.97264862060551,92.9944381713867,91.78704833984379,,
2006_Greece,92.72458,94.83267,95.53806,96.33464,100.24336,95.16341,89.29553,92.72168,87.36831,,87.91949,89.55789,92.94593,92.94593,92.90643,,,92.93243,89.98510999999998,4.78901,,,0.6066699999999999,7.09357,3.63976,7.0540699999999985,5.68619,5.77887,11.46506,95.21099,97.15436,9.4082,0.66354,3.74712,10.01489,,7.840289999999999,8.58264,,,459.0,460.0,473.0,,,,,,,,,,,,,,
2006_Hungary,99.21694,99.56831,90.49464,97.11719,94.09574,98.14507,67.53781,90.60171,90.07506,,93.22471,96.64299,96.95997,97.93636,99.76325,,,95.50796,89.18314000000002,,,,1.88935,0.23675,,3.04003,3.99845,7.7106,11.70905,,99.62193,,1.84943,,10.81686,,4.86086,5.63093,13.629179999999998,86.37082,491.0,482.0,504.0,5.30903005599976,10.3277101516724,19.1414909362793,23.3297500610352,40.372650146484396,22.7504997253418,19.49534034729,25.066280364990202,92.3745498657227,88.5130386352539,93.65463256835942,95.0236282348633,,
2006_Iceland,99.49324,97.30983,95.94727,104.0776,118.66873,101.58417,72.1246,97.22027,90.6513,,98.25947,98.89561,97.32263,97.32263,99.0237,,,98.621,82.38821999999998,0.92738,,,,0.9763,,2.67737,6.81685,7.770460000000001,14.58731,99.07262,99.76859,,,,17.61178,,6.3700199999999985,10.15008,14.50853,85.49146999999998,506.0,484.0,491.0,7.37106990814209,17.925579071044897,17.9775695800781,25.6060905456543,33.6147994995117,22.203599929809602,34.642101287841804,25.499000549316396,90.0112686157227,92.41845703125,89.80618286132808,87.4288482666016,,
2006_Indonesia,112.42851,106.13361,65.67649,84.54462,48.90548,76.04012,17.312929999999998,91.67532,57.52257,,91.13796,66.07598,94.47914,94.47914,72.92773000000003,,,87.33972,48.83184,,,64.31283,3.68863,27.07227,0.41347,5.52086,6.36878,3.75147,10.12025,,98.94295,7.851439999999998,3.4198699999999995,0.4310100000000001,51.16816,,22.12841,39.02428,,,391.0,393.0,,,,,,,,,,,,,,91.98226928710942,96.6510391235352
2006_Ireland,98.6307,102.99924,96.76457,105.57209,119.28757,103.11898,58.44118,95.19238,93.78802,,98.26991,96.31392,99.88266,99.88266,98.72747,,,,90.32745,0.6531600000000001,,,0.7467699999999999,1.27253,0.26021,0.11734,8.198839999999999,5.47487,13.67371,99.34684,,,0.72121,0.28131,9.67255,,1.87981,4.64139,,,501.0,517.0,508.0,4.545470237731929,13.429759979247999,23.946849822998,24.69993019104,34.789840698242195,21.109689712524396,33.8711814880371,14.2543601989746,91.9516830444336,93.4657821655273,91.2606430053711,91.6194915771484,,
2006_Israel,97.45526,102.6055,91.3103,103.69196,111.68644,98.19968,57.69248,97.00822,99.73785,,83.7945,94.34994,97.06857,99.8035,,,,99.99963,98.10586,9.57965,,,1.11755,,1.64549,2.93143,6.1833300000000015,6.29581,12.47915,90.42035,99.82875,12.09154,1.16658,1.6938799999999998,1.89414,,2.0876900000000003,1.1533,,,442.0,439.0,454.0,5.76303005218506,13.1315498352051,16.473180770874,21.590539932251,28.853979110717802,17.254470825195302,37.286590576171896,20.586950302124,93.95480346679692,89.7196273803711,93.9923095703125,92.24524688720699,,
2006_Italy,102.89412,102.33302,90.42847,100.157,95.71544,104.23873,65.64665,98.52152,92.24902,,97.87257,97.96268,99.21508,99.49734,99.58684,,,97.78637,90.4405,0.7236899999999999,,,0.21468,0.41316,2.61049,0.78492,5.11709,7.888330000000002,13.00542,99.27631,99.68376,9.28197,0.24578000000000005,2.25254,9.5595,,4.1691699999999985,6.1823,21.70059,77.36641,462.0,469.0,475.0,4.53776979446411,9.52719020843506,16.9850692749023,22.0865097045898,46.2350196838379,26.919620513916,25.0557708740234,23.6924991607666,94.3081588745117,89.2692489624023,96.0367584228516,95.13726806640629,,
2006_Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.0,498.0,531.0,,,,,,,,,,,,,,
2006_Jordan,,,,,75.78775999999998,91.29327,37.08366,,80.05103000000003,,,85.75709,,,89.47431999999998,,,,68.10377,8.40772,,75.87095,1.12197,10.52568,2.40928,,,5.15485,,91.59228,99.66708,,1.08398,3.3077300000000003,31.89623,,,17.43325,,,384.0,401.0,,,,,,,17.448560714721697,,13.766500473022498,,,87.6492919921875,85.5854110717773,,
2006_Kazakhstan,102.14803,100.54877,89.39578,99.28629,98.14846,98.96372,57.61703000000001,89.12796999999998,93.5461,89.22122,95.92516,98.44771,97.60836,98.30398,99.85721,70.99059,,99.95728,98.21776,0.91141,,,0.09672,0.14279,0.12438,2.39164,4.0629300000000015,6.98037,11.0433,99.08859,99.99497,,0.08192,0.15070999999999998,1.78224,,1.19253,0.64768,,,,,,2.62678003311157,13.2673397064209,16.3961601257324,7.49531984329224,,,,,92.07324981689449,85.9778518676758,,,,
2006_Latvia,99.98331,104.26199,94.48902,104.03455,100.80674,106.36626,74.59651,,,,,,,,,,,,,,,,2.84786,,,,4.1124800000000015,8.21787,12.33035,,,12.25679,4.90126,,,,,,12.54638,87.35898,486.0,479.0,490.0,4.71155023574829,13.9116296768188,17.9230098724365,14.286319732666,43.0217399597168,17.3994998931885,25.359859466552702,33.6385688781738,87.4823837280273,89.23204803466801,87.3037796020508,86.1558685302734,,
2006_Lebanon,97.60688,100.64534,75.7406,88.65867,68.19384000000001,86.13393,44.10058,87.71519,69.49323000000001,65.5823,88.08236,67.69204,88.84966,89.44864,83.92911,53.67018,,87.52513,72.69351999999998,17.00106,,,9.51937,16.07089,12.48925,11.15034,6.02976,4.65364,10.6834,82.99894,96.91395,,9.20132,12.48103,27.30648,,16.51813,21.60788,20.13985,79.85687,,,,2.80862998962402,7.69319009780884,27.2607803344727,17.94407081604,,,,,96.3667221069336,99.5766830444336,,,,
2006_Lithuania,99.72672,102.02875,99.737,105.62342,106.84545,107.06095,82.45318,96.12148,99.64591,,96.13715,98.48672,98.90073,99.78836,99.9709,,,99.94462,97.79848,,,,0.62158,0.0291,,1.09927,4.08079,8.55627,12.63706,,99.22122,11.95999,0.61959,,2.20152,,0.7347,0.59459,23.06024,76.93975999999998,486.0,470.0,,4.82054996490479,14.289649963378901,20.5725193023682,15.7545700073242,50.77280044555661,19.147659301757802,15.0447196960449,15.408860206603999,90.5268325805664,85.98385620117192,91.4657211303711,89.1556625366211,,
2006_Luxembourg,98.29016,101.46625,76.43148000000002,98.5471,87.52672,106.46711,10.3312,96.52911,83.49789,,93.48877,86.48,98.25596,98.83731,95.50114,,,98.83731,81.41556,1.14965,,,4.20253,4.49886,10.49376,1.74404,6.09065,6.74315,12.8338,98.85035,,,4.0219,10.96874,18.58444,,7.31349,12.35326,,,490.0,479.0,486.0,,,,,,20.2211093902588,,,,,87.01345825195308,,,
2006_Malaysia,95.99737,98.86633,71.97933,89.52897,65.61083,94.26287,28.51358,95.57688,78.59724,,93.47044,93.75378,95.57688,95.57688,94.52382,,,95.57688,68.24606,14.0306,,86.41797,,5.47618,,4.42312,5.9330300000000005,4.79716,10.73018,85.9694,97.71466,,,,31.753940000000004,,11.4281,18.66534,42.68079,53.33879,,,,4.4857702255249015,16.745569229126,36.1329116821289,57.4751205444336,29.560569763183604,13.777930259704599,27.707139968872102,10.0994501113892,,78.5481872558594,96.6050491333008,,,
2006_Malta,93.28501,96.37454,78.50983000000002,97.63806,91.88883,101.43087,30.542240000000003,,85.84144,91.49604,,91.49604,,,,48.71929,,,72.73915,12.59202,,,2.03305,,0.56139,,5.73761,6.86049,12.5981,87.40798000000002,97.57981,,1.80485,0.64776,27.26085,,,,11.09865,88.90135,,,,,,,,,,,,,,,,,
2006_Mexico,98.75051,103.3554,74.07734,92.82771,55.91393000000001,106.52239,23.86968,95.02738,65.89090999999999,,93.48001,79.18488,96.67032,96.8334,92.483,,,93.8141,53.73176,13.92846,,,4.22503,7.517,1.14471,3.32968,6.21422,4.9649,11.17912,86.07154,94.69763,7.96762,3.83251,1.2772,46.26824000000001,,14.60113,26.54543,27.3285,72.21396999999997,406.0,410.0,410.0,4.69992017745972,20.8243198394775,17.1988792419434,36.3716316223145,29.7911491394043,14.0125999450684,38.820991516113295,13.3532304763794,96.76209259033199,95.6841583251953,97.1573028564453,97.5839462280273,91.7345199584961,97.89566040039058
2006_Montenegro,128.14878000000002,116.99686,77.67445,102.35117,87.83691,103.6563,25.90392,98.46237,,,,,98.46237,100.0,,,,,,,,,,,,1.5376299999999998,4.69757,7.64465,12.34223,,,,,,,,,,,,399.0,392.0,,,,,,,,,,,,,,,
2006_Netherlands,,107.04435,97.70117,112.84025,108.25783,128.79392,59.65945,98.50395,88.55384000000002,,99.39924,83.28685,,98.67933,99.75777,,,,96.22487,,,,,0.24223000000000006,,,6.4157199999999985,7.16062,13.57634,,,,,,3.77513,,,1.99519,,,531.0,507.0,525.0,5.09046983718872,12.0650300979614,,,,,,,86.3684616088867,87.85662841796879,84.6453475952148,87.2393798828125,,
2006_New Zealand,,100.17962,,110.35313,140.66175,101.83694,,,,,,,,,,,,,,,,,,,,,6.01147,8.29016,14.30163,,,13.40859,,,,,,,,,522.0,521.0,530.0,5.95282983779907,15.179030418396001,,,,,,,,,,,,
2006_North Macedonia,93.81589,92.65842,,,,90.5836,28.6688,86.83579,,,91.10245,,91.73576,92.35763,,,,,,2.87522,,,0.11614,,0.43302,8.26424,3.72778,,,97.12478,99.5174,,0.0971,0.61157,,,,,21.68897,78.31103,,,,,,,,,,,,,,,,,
2006_Norway,99.27738,98.59501,99.20314,105.55829,126.86652,101.60815,77.67086,98.59501,97.16459,,98.4308,99.79288,98.59501,98.72603,99.79288,,,,92.43378,0.13102,,,,0.20712,,1.40499,6.901839999999999,6.89831,13.80015,99.86898,99.63624,12.53265,,,7.566219999999999,,2.49211,3.8014,,,490.0,484.0,487.0,6.38566017150879,15.864870071411099,31.545509338378896,43.725830078125,35.1452598571777,25.368610382080107,25.639829635620107,17.7592601776123,89.3261871337891,93.953857421875,,88.1519317626953,,
2006_Peru,107.14591,116.80154,82.5853,103.71456,71.68625,98.92958,34.3239,96.20183,72.10819000000002,,94.02319,74.41809,98.92247,99.11181,99.88578,,,96.12383,72.04505,,,76.8231,8.68817,0.11422,6.28769,1.07753,7.00374,4.43084,11.43459,,97.96078,8.10925,7.74865,6.8864899999999984,27.95495,,5.69311,11.21006,,,,,,2.6528100967407204,14.0353002548218,14.425559997558599,11.242429733276401,35.5043792724609,10.3644304275513,40.443019866943395,7.4439902305603,90.744140625,77.9937515258789,88.0113372802734,96.6097564697266,88.6993408203125,97.7571334838867
2006_Poland,95.09319,94.57998,86.5599,96.82868,98.6178,98.7238,65.37525,93.15227,92.75131,,93.39771,94.46784,93.29661,93.58555,96.39832,,,94.75502,91.36208,,,,0.66952,3.6016800000000004,,6.70339,5.66619,5.88915,11.55535,,100.0,,0.67413,,8.63792,,6.43034,6.2068900000000005,,,495.0,508.0,498.0,5.205729961395259,12.665410041809098,18.30544090271,16.9391193389893,38.2215118408203,22.8795509338379,32.530948638916,24.823509216308604,90.5094833374023,85.468620300293,92.3969879150391,88.8923797607422,,
2006_Portugal,111.48198,117.41185,89.82760999999998,107.39238,81.62827,115.01206,55.05119000000001,97.77049,82.15592,,96.94836,78.38056999999998,99.06484,99.53834,,,,99.86069,81.79528,,,,,,,0.93516,7.0252,5.78362,12.80882,,,7.6459100000000015,,,18.20472,,5.372719999999998,9.56972,24.40123,75.59877,466.0,472.0,474.0,4.90802001953125,10.8709497451782,19.0438003540039,26.7753391265869,40.4145393371582,31.5399894714355,30.1716995239258,20.762020111084002,96.10800170898442,89.4742584228516,97.49549102783199,98.83273315429692,,
2006_Qatar,102.00993,97.06985,71.99883,95.64589,96.12322,92.1604,17.32333,88.89390999999998,84.1889,73.87689,90.03844000000002,82.94762,93.36235,94.74188,89.88162,76.19346,,93.205,85.85932,2.3837200000000003,81.21731,,1.5382,10.11838,3.4681,6.63765,5.81849,5.60337,11.42186,97.61628,98.84928,,,3.42635,14.14068,,9.09607,11.96783,,,318.0,312.0,,,,,,,,,,,,,,,
2006_Republic of Korea,103.20187,101.68965,98.18206,98.66182,93.49958,97.78337,97.03381,99.4147,94.33114,,95.96479,95.37071,99.67292,99.79364,97.59589,,,99.62972,93.44686,1.02571,,,,2.40411,0.005,0.32708000000000004,6.09258,5.75325,11.84583,98.97429,98.86288,,,0.00601,6.55314,,2.38842,4.36431,35.86754000000001,64.13246,547.0,556.0,522.0,3.9674301147460898,,14.962929725647,8.97463989257813,42.0392303466797,20.908109664917,33.173858642578104,16.208740234375,87.9584808349609,83.9737091064453,88.78768920898442,88.30309295654301,,
2006_Republic of Moldova,97.81619,96.65267,71.86483,91.46931,81.93541,92.89274,39.40245,87.78560999999998,81.34888000000002,86.72242,81.68868,89.3912,90.63448,92.37116,93.28168,55.67298,,92.93513,68.20719,6.15275,,,0.17540999999999998,6.7183199999999985,0.08785,9.36552,3.8404,6.2615,10.10191,93.84725,98.93325,,0.13682,0.12747999999999998,31.79281,,13.27129,14.88924,,,,,,7.498929977416989,18.608819961547894,19.4153900146484,36.3121795654297,,,,,97.0167770385742,100.0,,,,
2006_Romania,97.98611,104.46236,78.39974000000002,90.34388,77.14549,95.63403,51.59534,92.49918,,,92.64219,89.81667,95.16872,96.44229,94.47209,,,92.71625,,9.75286,,,2.18858,5.5279099999999985,2.34403,4.8312800000000005,4.17868,7.20454,11.38322,90.24714,,,1.24689,2.6137,,,,,20.33909,77.23443,415.0,396.0,,4.25387001037598,12.7196197509766,20.950309753418,22.6210403442383,19.5237197875977,8.74394989013672,37.227729797363295,35.777679443359396,82.277229309082,67.6032562255859,86.8727035522461,91.7667617797852,,
2006_Russian Federation,100.1677,95.04876,81.51947,86.19322,90.20522,78.71351999999997,72.84289,90.05078,,,91.91197,,92.82311,92.82311,,,,,,4.17283,,,0.56866,,0.4937,7.176889999999998,3.82144,6.24989,10.07133,95.82717,,,0.47776,0.68028,,,,,,,476.0,440.0,,3.86626005172729,12.425800323486301,21.896509170532198,13.210280418396001,,,,,,,,,,
2006_Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.47832,,,,,,,,,,,,2.86787009239197,19.749319076538104,,,,,,,,,,,,
2006_Slovakia,102.26304,100.58846,78.74978,94.68457,89.96951,95.13919,44.77801,,87.07428,,,85.43245,,,95.24782,,,,89.76675,14.93017,,,2.75599,4.75218,1.7341400000000002,,3.91449,8.23652,12.15101,85.06983000000002,99.3411,,2.65913,1.79095,10.23325,,,7.355,24.57328,75.42671999999997,492.0,466.0,488.0,3.7135400772094704,9.58010959625244,23.6755199432373,23.865419387817397,46.41545104980471,14.4680795669556,17.5998802185059,14.919480323791499,94.1937408447266,90.5942764282227,95.12256622314449,95.7158584594727,,
2006_Slovenia,96.74593,101.39691,93.48585,98.38021,99.9694,93.09516,82.57491999999998,96.64736,91.52821,,92.40693,91.94985,98.09592,99.51406,97.23245,,,98.45782,92.36905,,,,0.46422,2.76755,,1.90408,5.05802,7.719889999999999,12.77791,,,11.84719,0.49317,0.60924,7.63095,,4.22835,5.41603,17.16535,82.83465,504.0,494.0,519.0,5.5755901336669895,13.319700241088901,21.7679595947266,21.0295505523682,,,,,89.6972122192383,89.0211868286133,,,,
2006_Spain,104.26955,103.55319,96.33394,110.71629,122.7378,114.41552,68.51604,99.72238,92.81908,,99.56869,95.28137,99.77578,99.84665,99.73793,,,99.98512,87.15581,,96.15871,,2.80705,0.26207,,0.22422,6.20442,6.744839999999999,12.94927,,,9.03849,2.54146,,12.84419,,2.50444,4.59416,27.54785,72.35633,480.0,461.0,488.0,4.16759014129639,10.8859100341797,22.2530307769775,23.012210845947298,39.2038993835449,23.4674797058105,25.7071800231934,19.0171909332275,88.3616485595703,81.85679626464841,90.1676712036133,91.4854583740234,,
2006_Sweden,100.18033,95.64809,94.553,99.80755,102.41305,104.66612,79.3248,95.0788,99.55568,,97.08194,99.5344,95.0788,95.28006,99.53703,,,97.61127,97.63428,,,,,0.46297,,4.9212,5.74678,6.23069,11.97747,,99.90685,12.43233,,,2.36572,,3.06662,1.38946,26.02511,73.97489,502.0,507.0,503.0,6.41066980361938,12.807020187377901,26.8014602661133,36.9171600341797,38.602321624755895,29.9390296936035,24.9018497467041,23.1251106262207,93.6938018798828,96.0065765380859,92.74765014648442,92.8243179321289,,
2006_Switzerland,92.14118,101.64602,85.24064,98.3771,81.76084,113.90501,46.38774,92.97382,84.89185,,97.56512,95.73582,,97.82281,99.82867,,,98.42933,79.80063,,,,1.43292,0.17132999999999998,,,6.135680000000002,6.679989999999999,12.81567,,99.76846,,1.43776,,20.19937,,,11.54305,22.97433,76.79391,530.0,499.0,512.0,4.9615797996521,15.970049858093299,26.5932102203369,48.1691093444824,37.5044593811035,23.843240737915,29.235460281372102,20.995290756225604,91.4737396240234,91.3125762939453,92.2594375610352,89.7076873779297,,
2006_Thailand,,101.78513,74.5809,87.55553,57.93324000000001,90.4208,44.82731,98.88327,69.58662,,86.94308000000002,90.39741,98.89194,98.89194,95.7028,,,,46.21381,,,86.71401999999998,,4.2972,13.698479999999998,1.10806,6.08571,4.44998,10.53569,,,6.62511,8.985560000000003,,53.78619000000001,,15.50506,29.039440000000006,,,417.0,417.0,,4.05038022994995,22.0027904510498,23.7406005859375,27.0658493041992,,,,,,,,,,
2006_Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006_Tunisia,97.53276,109.77481,77.72634000000002,96.51327,70.65026,110.69171,32.49909,97.40633,,,95.03163,,98.63006,98.63006,,,,,,,,,6.05211,,,1.36994,6.52346,6.08699,12.61045,,,,6.9821100000000005,18.59342,,,,,,,365.0,380.0,,6.43859004974365,26.8613090515137,24.254539489746104,46.919651031494105,,,,,,,,,,
2006_Turkey,101.20305,102.62601,76.77503,94.73657,77.58426,98.24205,36.92274000000001,98.05828,78.89823,,90.31744,90.50492,98.05828,98.05828,95.34832,,,97.13988,64.79964,3.1400900000000003,,,2.53105,4.651680000000002,2.9599900000000003,1.94172,5.1361300000000005,5.272480000000002,10.40861,96.85991,98.91177,6.16929,2.2421900000000003,3.17784,35.20036,,11.58674,19.94042,22.42009,76.92426999999998,424.0,447.0,424.0,2.7506299018859903,7.96737003326416,31.8963508605957,25.7499599456787,,,,,89.4463119506836,78.60865783691409,,,88.11939239501949,96.1815032958984
2006_United Arab Emirates,,,,,,85.23286999999998,,,,70.35508,,,,,,,,,,2.07438,90.9792,70.37343,1.96085,,4.08251,,,,,97.92562,99.63031,,1.96048,3.73611,,,,,,,,,,,,,,,,,,,,89.7194671630859,91.20974731445308,,
2006_United Kingdom of Great Britain and Northern Ireland,,104.98285,89.0537,101.19944,97.38555,99.3521,59.07964000000001,98.34721,92.3187,,98.1131,95.51028,99.5574,99.55858,98.63639,,,99.48058,90.56175,,,,,1.36361,,0.4426,6.30844,6.87662,13.18505,,,,,,9.43825,,3.56756,6.03263,21.77257,76.76799,495.0,495.0,515.0,5.02086019515991,13.1364402770996,20.1014404296875,26.0950202941895,43.314380645752,24.5171604156494,29.4455394744873,19.766689300537106,91.3767776489258,,92.2248687744141,89.1406784057617,,
2006_United States of America,108.2085,102.20104,,98.3067,88.4364,101.07075,,95.38113,88.97569,,81.40581,,96.82341,99.30372,99.54269,,,96.98994,90.22148,,,,,,,,6.11142,5.68644,11.79786,,,13.14373,,,,,,,16.45358,83.54642,474.0,,489.0,,,,,,,,,,,,,,
2006_Uruguay,104.67463,115.30109,90.74723,108.01954,92.8619,108.53708,46.0488,99.72325,,,81.22608000000002,,99.94732,99.94732,,,,,,13.57606,,96.05767,7.0109,,19.2673,0.05268,6.891539999999999,6.04906,12.9406,86.42394,78.52601999999997,8.02865,6.8442300000000005,17.48858,,,,,,,427.0,413.0,,2.88025999069214,9.8754997253418,22.002309799194304,18.464670181274396,35.984958648681605,10.174280166626,33.3326797485352,8.565150260925291,94.2567520141602,93.9264373779297,93.1058120727539,95.41552734375,97.7896270751953,98.71251678466801
2006_Viet Nam,100.346,97.45759,,,,87.97246,16.64698,91.16492,,80.19229,,,91.75573,92.88295,,,,,,,,,1.02689,,,8.24427,4.81781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009_Albania,86.82051,93.50648,72.69623,88.99672,74.47287,95.22795,33.63087,85.70959,,84.71734000000002,67.01498000000001,,85.70959,87.43356,,,,,,6.227,90.53079,87.54911,1.37017,,1.40632,14.29041,4.61602,6.0359300000000005,10.65196,93.773,98.08978,,0.92206,1.50913,,,,,,,377.0,385.0,,,,,,,,,,,,,,,
2009_Algeria,106.03471,112.25466000000002,76.83635,100.08124,49.38126,129.60584,29.76293,97.41131,,,98.82186,,98.96613,98.96613,,,,,,31.18081,,,10.84769,,21.64329,1.03387,5.5591599999999985,6.50433,12.06348,68.81919,98.91325,,7.60955,15.161179999999998,,,,,24.01219,74.90021999999998,,,,,,,,,,,,,,,,,
2009_Argentina,105.01837,118.21313,97.60306,108.57175,71.49263,126.45077,70.53369,99.02026,82.40929,80.85296,98.56434,81.84894,99.43532,99.71544,97.54278,55.27756,107.04619,97.99983,83.43711,19.0853,113.12195,77.11695999999998,5.13591,2.45722,12.45485,0.5646800000000001,7.11993,5.9636,13.08353,80.9147,95.87691,11.07325,4.64832,11.76896,16.56289,46.97599,5.03242,9.54612,14.45357,85.12875,,,,5.53105020523071,16.0210399627686,18.850519180297894,17.7919006347656,40.773139953613295,21.966060638427702,32.8026504516602,14.802180290222196,96.0496673583984,98.64086151123051,95.3820419311523,95.4294281005859,98.9834213256836,99.58428955078129
2009_Australia,,105.44926,,,,,,96.69139,,,80.9072,,96.82278,99.32308,,,,,,,,,,,,3.17722,7.363169999999998,,,,,12.47831,,,,,,,17.27754,82.48464,514.0,515.0,527.0,5.09326982498169,13.415019989013699,22.1126499176025,,37.7816009521484,,35.9632987976074,19.9490795135498,,86.92919921875,89.39132690429692,80.7544937133789,,
2009_Austria,,100.23762,93.93524,99.85148,97.24038,102.38815,68.13600000000001,,87.97066,,,86.74069,,,98.33939,,,,95.23876,0.69205,,,,1.66061,,,3.97697,7.898860000000001,11.87583,99.30795,,11.74336,,,4.76124,,,3.28902,30.22236,69.62086,496.0,470.0,494.0,5.73024988174438,10.583930015563999,26.195999145507802,36.216590881347706,46.733699798584006,29.283910751342802,17.4274291992188,25.1291198730469,95.8259735107422,93.3031387329102,98.13543701171879,97.22622680664058,,
